dataset,split,sample_id,true_label_multiclass,y_known,nonconformity_s,threshold_q,decision
UNSW-NB15,test,43,DoS,1,0.07567,0.38338,KNOWN
UNSW-NB15,test,44,Fuzzers,1,0.161832,0.38338,KNOWN
UNSW-NB15,test,45,Fuzzers,1,0.031833,0.38338,KNOWN
UNSW-NB15,test,46,Normal,1,0.250886,0.38338,KNOWN
UNSW-NB15,test,47,Normal,1,0.070567,0.38338,KNOWN
UNSW-NB15,test,48,Normal,1,0.119562,0.38338,KNOWN
UNSW-NB15,test,49,Normal,1,0.314946,0.38338,KNOWN
UNSW-NB15,test,50,Normal,1,0.428063,0.38338,ZERO_DAY
UNSW-NB15,test,51,Exploits,1,0.13455,0.38338,KNOWN
UNSW-NB15,test,52,Normal,1,0.325123,0.38338,KNOWN
UNSW-NB15,test,53,Exploits,1,0.011203,0.38338,KNOWN
UNSW-NB15,test,54,Normal,1,0.423663,0.38338,ZERO_DAY
UNSW-NB15,test,55,Exploits,1,0.286546,0.38338,KNOWN
UNSW-NB15,test,56,Exploits,1,0.218799,0.38338,KNOWN
UNSW-NB15,test,57,Reconnaissance,1,0.005167,0.38338,KNOWN
UNSW-NB15,test,58,Reconnaissance,1,0.313594,0.38338,KNOWN
UNSW-NB15,test,59,Normal,1,0.087747,0.38338,KNOWN
UNSW-NB15,test,60,Normal,1,0.040251,0.38338,KNOWN
UNSW-NB15,test,61,Exploits,1,0.361748,0.38338,KNOWN
UNSW-NB15,test,62,Normal,1,0.130493,0.38338,KNOWN
UNSW-NB15,test,63,Normal,1,0.18794,0.38338,KNOWN
UNSW-NB15,test,64,Normal,1,0.072504,0.38338,KNOWN
UNSW-NB15,test,65,Normal,1,0.384747,0.38338,ZERO_DAY
UNSW-NB15,test,66,Exploits,1,0.167509,0.38338,KNOWN
UNSW-NB15,test,67,Normal,1,0.219499,0.38338,KNOWN
UNSW-NB15,test,68,Normal,1,0.218219,0.38338,KNOWN
UNSW-NB15,test,69,Normal,1,0.091576,0.38338,KNOWN
UNSW-NB15,test,70,Normal,1,0.232025,0.38338,KNOWN
UNSW-NB15,test,71,Fuzzers,1,0.046108,0.38338,KNOWN
UNSW-NB15,test,72,Normal,1,0.061572,0.38338,KNOWN
UNSW-NB15,test,73,Normal,1,0.261503,0.38338,KNOWN
UNSW-NB15,test,74,Normal,1,0.177415,0.38338,KNOWN
UNSW-NB15,test,75,DoS,1,0.153595,0.38338,KNOWN
UNSW-NB15,test,76,Normal,1,0.301295,0.38338,KNOWN
UNSW-NB15,test,77,Normal,1,0.116534,0.38338,KNOWN
UNSW-NB15,test,78,Normal,1,0.149314,0.38338,KNOWN
UNSW-NB15,test,79,Generic,1,0.148695,0.38338,KNOWN
UNSW-NB15,test,80,Normal,1,0.158808,0.38338,KNOWN
UNSW-NB15,test,81,Exploits,1,0.114226,0.38338,KNOWN
UNSW-NB15,test,82,Fuzzers,1,0.143899,0.38338,KNOWN
UNSW-NB15,test,83,Normal,1,0.23529,0.38338,KNOWN
UNSW-NB15,test,84,Exploits,1,0.253432,0.38338,KNOWN
UNSW-NB15,test,85,Fuzzers,1,0.095477,0.38338,KNOWN
UNSW-NB15,test,86,Normal,1,0.280095,0.38338,KNOWN
UNSW-NB15,test,87,Normal,1,0.126302,0.38338,KNOWN
UNSW-NB15,test,88,Normal,1,0.123474,0.38338,KNOWN
UNSW-NB15,test,89,Normal,1,0.158477,0.38338,KNOWN
UNSW-NB15,test,90,Fuzzers,1,0.07789,0.38338,KNOWN
UNSW-NB15,test,91,Normal,1,0.154958,0.38338,KNOWN
UNSW-NB15,test,92,Fuzzers,1,0.257605,0.38338,KNOWN
UNSW-NB15,test,93,Exploits,1,0.074315,0.38338,KNOWN
UNSW-NB15,test,94,Normal,1,0.167271,0.38338,KNOWN
UNSW-NB15,test,95,Normal,1,0.082023,0.38338,KNOWN
UNSW-NB15,test,96,Normal,1,0.154684,0.38338,KNOWN
UNSW-NB15,test,97,Fuzzers,1,0.276403,0.38338,KNOWN
UNSW-NB15,test,98,Fuzzers,1,0.4308,0.38338,ZERO_DAY
UNSW-NB15,test,99,Normal,1,0.200978,0.38338,KNOWN
UNSW-NB15,test,100,Fuzzers,1,0.326211,0.38338,KNOWN
UNSW-NB15,test,101,Normal,1,0.04767,0.38338,KNOWN
UNSW-NB15,test,102,Fuzzers,1,0.078586,0.38338,KNOWN
UNSW-NB15,test,103,Generic,1,0.252219,0.38338,KNOWN
UNSW-NB15,test,104,Exploits,1,0.228145,0.38338,KNOWN
UNSW-NB15,test,105,Normal,1,0.563877,0.38338,ZERO_DAY
UNSW-NB15,test,106,Fuzzers,1,0.080091,0.38338,KNOWN
UNSW-NB15,test,107,Normal,1,0.073743,0.38338,KNOWN
UNSW-NB15,test,108,Fuzzers,1,0.334527,0.38338,KNOWN
UNSW-NB15,test,109,Normal,1,0.142604,0.38338,KNOWN
UNSW-NB15,test,110,Normal,1,0.204817,0.38338,KNOWN
UNSW-NB15,test,111,Normal,1,0.251914,0.38338,KNOWN
UNSW-NB15,test,112,Fuzzers,1,0.094252,0.38338,KNOWN
UNSW-NB15,test,113,Normal,1,0.219775,0.38338,KNOWN
UNSW-NB15,test,114,DoS,1,0.15691,0.38338,KNOWN
UNSW-NB15,test,115,Exploits,1,0.107882,0.38338,KNOWN
UNSW-NB15,test,116,Exploits,1,0.275587,0.38338,KNOWN
UNSW-NB15,test,117,Normal,1,0.194103,0.38338,KNOWN
UNSW-NB15,test,118,Exploits,1,0.056616,0.38338,KNOWN
UNSW-NB15,test,119,Normal,1,0.268072,0.38338,KNOWN
UNSW-NB15,test,120,Exploits,1,0.13605,0.38338,KNOWN
UNSW-NB15,test,121,DoS,1,0.208494,0.38338,KNOWN
UNSW-NB15,test,122,Normal,1,0.179888,0.38338,KNOWN
UNSW-NB15,test,123,Reconnaissance,1,0.270683,0.38338,KNOWN
UNSW-NB15,test,124,Normal,1,0.049301,0.38338,KNOWN
UNSW-NB15,test,125,Normal,1,0.139431,0.38338,KNOWN
UNSW-NB15,test,126,Normal,1,0.021861,0.38338,KNOWN
UNSW-NB15,test,127,Normal,1,0.094978,0.38338,KNOWN
UNSW-NB15,test,128,Exploits,1,0.017372,0.38338,KNOWN
UNSW-NB15,test,129,Exploits,1,0.095336,0.38338,KNOWN
UNSW-NB15,test,130,Normal,1,0.082868,0.38338,KNOWN
UNSW-NB15,test,131,Normal,1,0.177707,0.38338,KNOWN
UNSW-NB15,test,132,Exploits,1,0.137986,0.38338,KNOWN
UNSW-NB15,test,133,Normal,1,0.484625,0.38338,ZERO_DAY
UNSW-NB15,test,134,Generic,1,0.318613,0.38338,KNOWN
UNSW-NB15,test,135,Exploits,1,0.204324,0.38338,KNOWN
UNSW-NB15,test,136,Normal,1,0.095241,0.38338,KNOWN
UNSW-NB15,test,137,Exploits,1,0.286368,0.38338,KNOWN
UNSW-NB15,test,138,Exploits,1,0.072936,0.38338,KNOWN
UNSW-NB15,test,139,Normal,1,0.251843,0.38338,KNOWN
UNSW-NB15,test,140,DoS,1,0.154551,0.38338,KNOWN
UNSW-NB15,test,141,Normal,1,0.097214,0.38338,KNOWN
UNSW-NB15,test,142,Exploits,1,0.194954,0.38338,KNOWN
UNSW-NB15,test,143,Normal,1,0.175615,0.38338,KNOWN
UNSW-NB15,test,144,Normal,1,0.076794,0.38338,KNOWN
UNSW-NB15,test,145,DoS,1,0.021966,0.38338,KNOWN
UNSW-NB15,test,146,Exploits,1,0.152317,0.38338,KNOWN
UNSW-NB15,test,147,DoS,1,0.033616,0.38338,KNOWN
UNSW-NB15,test,148,Normal,1,0.060803,0.38338,KNOWN
UNSW-NB15,test,149,Backdoor,1,0.02159,0.38338,KNOWN
UNSW-NB15,test,150,Normal,1,0.29597,0.38338,KNOWN
UNSW-NB15,test,151,Exploits,1,0.246921,0.38338,KNOWN
UNSW-NB15,test,152,Normal,1,0.138593,0.38338,KNOWN
UNSW-NB15,test,153,Normal,1,0.188952,0.38338,KNOWN
UNSW-NB15,test,154,Fuzzers,1,0.091102,0.38338,KNOWN
UNSW-NB15,test,155,Fuzzers,1,0.260478,0.38338,KNOWN
UNSW-NB15,test,156,DoS,1,0.183452,0.38338,KNOWN
UNSW-NB15,test,157,Normal,1,0.027064,0.38338,KNOWN
UNSW-NB15,test,158,Exploits,1,0.130372,0.38338,KNOWN
UNSW-NB15,test,159,Exploits,1,0.303719,0.38338,KNOWN
UNSW-NB15,test,160,Normal,1,0.084729,0.38338,KNOWN
UNSW-NB15,test,161,Fuzzers,1,0.220309,0.38338,KNOWN
UNSW-NB15,test,162,Normal,1,0.140377,0.38338,KNOWN
UNSW-NB15,test,163,Normal,1,0.04566,0.38338,KNOWN
UNSW-NB15,test,164,DoS,1,0.161469,0.38338,KNOWN
UNSW-NB15,test,165,Normal,1,0.060156,0.38338,KNOWN
UNSW-NB15,test,166,Exploits,1,0.071965,0.38338,KNOWN
UNSW-NB15,test,167,Normal,1,0.174837,0.38338,KNOWN
UNSW-NB15,test,168,Exploits,1,0.248115,0.38338,KNOWN
UNSW-NB15,test,169,Normal,1,0.117614,0.38338,KNOWN
UNSW-NB15,test,170,Normal,1,0.208306,0.38338,KNOWN
UNSW-NB15,test,171,Fuzzers,1,0.112537,0.38338,KNOWN
UNSW-NB15,test,172,Normal,1,0.215987,0.38338,KNOWN
UNSW-NB15,test,173,Exploits,1,0.376228,0.38338,KNOWN
UNSW-NB15,test,174,Fuzzers,1,0.317379,0.38338,KNOWN
UNSW-NB15,test,175,Normal,1,0.129894,0.38338,KNOWN
UNSW-NB15,test,176,Fuzzers,1,0.188638,0.38338,KNOWN
UNSW-NB15,test,177,Normal,1,0.396199,0.38338,ZERO_DAY
UNSW-NB15,test,178,Normal,1,0.107205,0.38338,KNOWN
UNSW-NB15,test,179,Normal,1,0.132296,0.38338,KNOWN
UNSW-NB15,test,180,Normal,1,0.182221,0.38338,KNOWN
UNSW-NB15,test,181,DoS,1,0.106205,0.38338,KNOWN
UNSW-NB15,test,182,Normal,1,0.405237,0.38338,ZERO_DAY
UNSW-NB15,test,183,Normal,1,0.14336,0.38338,KNOWN
UNSW-NB15,test,184,Fuzzers,1,0.166134,0.38338,KNOWN
UNSW-NB15,test,185,Generic,1,0.2994,0.38338,KNOWN
UNSW-NB15,test,186,Normal,1,0.121867,0.38338,KNOWN
UNSW-NB15,test,187,Exploits,1,0.182518,0.38338,KNOWN
UNSW-NB15,test,188,Normal,1,0.299162,0.38338,KNOWN
UNSW-NB15,test,189,Normal,1,0.216836,0.38338,KNOWN
UNSW-NB15,test,190,Normal,1,0.19087,0.38338,KNOWN
UNSW-NB15,test,191,Normal,1,0.434784,0.38338,ZERO_DAY
UNSW-NB15,test,192,Normal,1,0.259377,0.38338,KNOWN
UNSW-NB15,test,193,Fuzzers,1,0.202442,0.38338,KNOWN
UNSW-NB15,test,194,Fuzzers,1,0.221833,0.38338,KNOWN
UNSW-NB15,test,195,Exploits,1,0.116122,0.38338,KNOWN
UNSW-NB15,test,196,Fuzzers,1,0.173258,0.38338,KNOWN
UNSW-NB15,test,197,Exploits,1,0.181453,0.38338,KNOWN
UNSW-NB15,test,198,Analysis,1,0.061284,0.38338,KNOWN
UNSW-NB15,test,199,Normal,1,0.227455,0.38338,KNOWN
UNSW-NB15,test,200,Exploits,1,0.183273,0.38338,KNOWN
UNSW-NB15,test,201,Normal,1,0.205021,0.38338,KNOWN
UNSW-NB15,test,202,Normal,1,0.348927,0.38338,KNOWN
UNSW-NB15,test,203,Normal,1,0.249695,0.38338,KNOWN
UNSW-NB15,test,204,Normal,1,0.110299,0.38338,KNOWN
UNSW-NB15,test,205,Exploits,1,0.276739,0.38338,KNOWN
UNSW-NB15,test,206,Normal,1,0.015238,0.38338,KNOWN
UNSW-NB15,test,207,Exploits,1,0.17122,0.38338,KNOWN
UNSW-NB15,test,208,Normal,1,0.011422,0.38338,KNOWN
UNSW-NB15,test,209,Fuzzers,1,0.175015,0.38338,KNOWN
UNSW-NB15,test,210,Normal,1,0.15303,0.38338,KNOWN
UNSW-NB15,test,211,Normal,1,0.343949,0.38338,KNOWN
UNSW-NB15,test,212,Normal,1,0.146976,0.38338,KNOWN
UNSW-NB15,test,213,Normal,1,0.157526,0.38338,KNOWN
UNSW-NB15,test,214,Normal,1,0.106139,0.38338,KNOWN
UNSW-NB15,test,215,Normal,1,0.088788,0.38338,KNOWN
UNSW-NB15,test,216,Exploits,1,0.040976,0.38338,KNOWN
UNSW-NB15,test,217,Normal,1,0.045674,0.38338,KNOWN
UNSW-NB15,test,218,Normal,1,0.160262,0.38338,KNOWN
UNSW-NB15,test,219,Normal,1,0.106574,0.38338,KNOWN
UNSW-NB15,test,220,Exploits,1,0.082612,0.38338,KNOWN
UNSW-NB15,test,221,Exploits,1,0.224632,0.38338,KNOWN
UNSW-NB15,test,222,Normal,1,0.38108,0.38338,KNOWN
UNSW-NB15,test,223,Normal,1,0.222755,0.38338,KNOWN
UNSW-NB15,test,224,Normal,1,0.129758,0.38338,KNOWN
UNSW-NB15,test,225,Normal,1,0.181004,0.38338,KNOWN
UNSW-NB15,test,226,DoS,1,0.293367,0.38338,KNOWN
UNSW-NB15,test,227,Exploits,1,0.160102,0.38338,KNOWN
UNSW-NB15,test,228,Normal,1,0.489172,0.38338,ZERO_DAY
UNSW-NB15,test,229,Normal,1,0.275473,0.38338,KNOWN
UNSW-NB15,test,230,Fuzzers,1,0.256445,0.38338,KNOWN
UNSW-NB15,test,231,Normal,1,0.091463,0.38338,KNOWN
UNSW-NB15,test,232,Normal,1,0.150518,0.38338,KNOWN
UNSW-NB15,test,233,Reconnaissance,1,0.314247,0.38338,KNOWN
UNSW-NB15,test,234,Normal,1,0.236274,0.38338,KNOWN
UNSW-NB15,test,235,Normal,1,0.250007,0.38338,KNOWN
UNSW-NB15,test,236,Exploits,1,0.223373,0.38338,KNOWN
UNSW-NB15,test,237,Normal,1,0.101795,0.38338,KNOWN
UNSW-NB15,test,238,Fuzzers,1,0.300025,0.38338,KNOWN
UNSW-NB15,test,239,Exploits,1,0.228221,0.38338,KNOWN
UNSW-NB15,test,240,Normal,1,0.224173,0.38338,KNOWN
UNSW-NB15,test,241,Normal,1,0.278762,0.38338,KNOWN
UNSW-NB15,test,242,Normal,1,0.093513,0.38338,KNOWN
UNSW-NB15,test,243,Normal,1,0.22191,0.38338,KNOWN
UNSW-NB15,test,244,Normal,1,0.164611,0.38338,KNOWN
UNSW-NB15,test,245,Normal,1,0.094891,0.38338,KNOWN
UNSW-NB15,test,246,Normal,1,0.325551,0.38338,KNOWN
UNSW-NB15,test,247,Normal,1,0.127954,0.38338,KNOWN
UNSW-NB15,test,248,Normal,1,0.08414,0.38338,KNOWN
UNSW-NB15,test,249,Normal,1,0.184482,0.38338,KNOWN
UNSW-NB15,test,250,Normal,1,0.043698,0.38338,KNOWN
UNSW-NB15,test,251,Normal,1,0.170816,0.38338,KNOWN
UNSW-NB15,test,252,Normal,1,0.05793,0.38338,KNOWN
UNSW-NB15,test,253,Exploits,1,0.055912,0.38338,KNOWN
UNSW-NB15,test,254,Exploits,1,0.083577,0.38338,KNOWN
UNSW-NB15,test,255,Normal,1,0.472524,0.38338,ZERO_DAY
UNSW-NB15,test,256,Exploits,1,0.038206,0.38338,KNOWN
UNSW-NB15,test,257,Fuzzers,1,0.322816,0.38338,KNOWN
UNSW-NB15,test,258,Normal,1,0.276444,0.38338,KNOWN
UNSW-NB15,test,259,Exploits,1,0.305841,0.38338,KNOWN
UNSW-NB15,test,260,Normal,1,0.106349,0.38338,KNOWN
UNSW-NB15,test,261,Reconnaissance,1,0.267716,0.38338,KNOWN
UNSW-NB15,test,262,Exploits,1,0.220428,0.38338,KNOWN
UNSW-NB15,test,263,Normal,1,0.082824,0.38338,KNOWN
UNSW-NB15,test,264,Normal,1,0.355686,0.38338,KNOWN
UNSW-NB15,test,265,Normal,1,0.219053,0.38338,KNOWN
UNSW-NB15,test,266,DoS,1,0.17016,0.38338,KNOWN
UNSW-NB15,test,267,Normal,1,0.191265,0.38338,KNOWN
UNSW-NB15,test,268,Normal,1,0.136351,0.38338,KNOWN
UNSW-NB15,test,269,DoS,1,0.144721,0.38338,KNOWN
UNSW-NB15,test,270,Fuzzers,1,0.195133,0.38338,KNOWN
UNSW-NB15,test,271,Normal,1,0.108684,0.38338,KNOWN
UNSW-NB15,test,272,Normal,1,0.167273,0.38338,KNOWN
UNSW-NB15,test,273,Normal,1,0.147304,0.38338,KNOWN
UNSW-NB15,test,274,Exploits,1,0.136524,0.38338,KNOWN
UNSW-NB15,test,275,Exploits,1,0.443248,0.38338,ZERO_DAY
UNSW-NB15,test,276,DoS,1,0.171383,0.38338,KNOWN
UNSW-NB15,test,277,Exploits,1,0.045331,0.38338,KNOWN
UNSW-NB15,test,278,Exploits,1,0.042309,0.38338,KNOWN
UNSW-NB15,test,279,Normal,1,0.252195,0.38338,KNOWN
UNSW-NB15,test,280,Exploits,1,0.106254,0.38338,KNOWN
UNSW-NB15,test,281,Normal,1,0.124643,0.38338,KNOWN
UNSW-NB15,test,282,Normal,1,0.04431,0.38338,KNOWN
UNSW-NB15,test,283,Normal,1,0.052438,0.38338,KNOWN
UNSW-NB15,test,284,DoS,1,0.154541,0.38338,KNOWN
UNSW-NB15,test,285,Normal,1,0.057104,0.38338,KNOWN
UNSW-NB15,test,286,Normal,1,0.258468,0.38338,KNOWN
UNSW-NB15,test,287,Normal,1,0.151081,0.38338,KNOWN
UNSW-NB15,test,288,DoS,1,0.17005,0.38338,KNOWN
UNSW-NB15,test,289,Normal,1,0.186664,0.38338,KNOWN
UNSW-NB15,test,290,Normal,1,0.133914,0.38338,KNOWN
UNSW-NB15,test,291,Normal,1,0.116916,0.38338,KNOWN
UNSW-NB15,test,292,Fuzzers,1,0.153186,0.38338,KNOWN
UNSW-NB15,test,293,Normal,1,0.047239,0.38338,KNOWN
UNSW-NB15,test,294,DoS,1,0.178231,0.38338,KNOWN
UNSW-NB15,test,295,Normal,1,0.284123,0.38338,KNOWN
UNSW-NB15,test,296,Exploits,1,0.122126,0.38338,KNOWN
UNSW-NB15,test,297,Fuzzers,1,0.077125,0.38338,KNOWN
UNSW-NB15,test,298,Normal,1,0.061942,0.38338,KNOWN
UNSW-NB15,test,299,Exploits,1,0.058548,0.38338,KNOWN
UNSW-NB15,test,300,Exploits,1,0.207917,0.38338,KNOWN
UNSW-NB15,test,301,Normal,1,0.276941,0.38338,KNOWN
UNSW-NB15,test,302,Normal,1,0.129192,0.38338,KNOWN
UNSW-NB15,test,303,DoS,1,0.240515,0.38338,KNOWN
UNSW-NB15,test,304,Fuzzers,1,0.120269,0.38338,KNOWN
UNSW-NB15,test,305,Reconnaissance,1,0.092409,0.38338,KNOWN
UNSW-NB15,test,306,Reconnaissance,1,0.392417,0.38338,ZERO_DAY
UNSW-NB15,test,307,Fuzzers,1,0.152873,0.38338,KNOWN
UNSW-NB15,test,308,Normal,1,0.158489,0.38338,KNOWN
UNSW-NB15,test,309,Fuzzers,1,0.096679,0.38338,KNOWN
UNSW-NB15,test,310,Reconnaissance,1,0.222156,0.38338,KNOWN
UNSW-NB15,test,311,Normal,1,0.147784,0.38338,KNOWN
UNSW-NB15,test,312,Normal,1,0.335402,0.38338,KNOWN
UNSW-NB15,test,313,Exploits,1,0.34675,0.38338,KNOWN
UNSW-NB15,test,314,Normal,1,0.0279,0.38338,KNOWN
UNSW-NB15,test,315,Normal,1,0.21327,0.38338,KNOWN
UNSW-NB15,test,316,Normal,1,0.022873,0.38338,KNOWN
UNSW-NB15,test,317,Normal,1,0.159481,0.38338,KNOWN
UNSW-NB15,test,318,Normal,1,0.150727,0.38338,KNOWN
UNSW-NB15,test,319,Normal,1,0.258851,0.38338,KNOWN
UNSW-NB15,test,320,DoS,1,0.073499,0.38338,KNOWN
UNSW-NB15,test,321,Exploits,1,0.069461,0.38338,KNOWN
UNSW-NB15,test,322,Normal,1,0.214551,0.38338,KNOWN
UNSW-NB15,test,323,Reconnaissance,1,0.049783,0.38338,KNOWN
UNSW-NB15,test,324,Normal,1,0.333104,0.38338,KNOWN
UNSW-NB15,test,325,Exploits,1,0.236115,0.38338,KNOWN
UNSW-NB15,test,326,Normal,1,0.104168,0.38338,KNOWN
UNSW-NB15,test,327,Normal,1,0.454509,0.38338,ZERO_DAY
UNSW-NB15,test,328,Normal,1,0.085078,0.38338,KNOWN
UNSW-NB15,test,329,Exploits,1,0.269137,0.38338,KNOWN
UNSW-NB15,test,330,Fuzzers,1,0.23691,0.38338,KNOWN
UNSW-NB15,test,331,Normal,1,0.161779,0.38338,KNOWN
UNSW-NB15,test,332,Exploits,1,0.214631,0.38338,KNOWN
UNSW-NB15,test,333,Normal,1,0.082897,0.38338,KNOWN
UNSW-NB15,test,334,Normal,1,0.338353,0.38338,KNOWN
UNSW-NB15,test,335,Exploits,1,0.55746,0.38338,ZERO_DAY
UNSW-NB15,test,336,Normal,1,0.550632,0.38338,ZERO_DAY
UNSW-NB15,test,337,Exploits,1,0.086896,0.38338,KNOWN
UNSW-NB15,test,338,Normal,1,0.328972,0.38338,KNOWN
UNSW-NB15,test,339,Exploits,1,0.05327,0.38338,KNOWN
UNSW-NB15,test,340,Reconnaissance,1,0.239097,0.38338,KNOWN
UNSW-NB15,test,341,Fuzzers,1,0.142069,0.38338,KNOWN
UNSW-NB15,test,342,Normal,1,0.143083,0.38338,KNOWN
UNSW-NB15,test,343,Normal,1,0.064306,0.38338,KNOWN
UNSW-NB15,test,344,Reconnaissance,1,0.242958,0.38338,KNOWN
UNSW-NB15,test,345,Exploits,1,0.311084,0.38338,KNOWN
UNSW-NB15,test,346,Normal,1,0.118615,0.38338,KNOWN
UNSW-NB15,test,347,Normal,1,0.264724,0.38338,KNOWN
UNSW-NB15,test,348,Normal,1,0.347077,0.38338,KNOWN
UNSW-NB15,test,349,Normal,1,0.480652,0.38338,ZERO_DAY
UNSW-NB15,test,350,Exploits,1,0.124784,0.38338,KNOWN
UNSW-NB15,test,351,Normal,1,0.244964,0.38338,KNOWN
UNSW-NB15,test,352,Exploits,1,0.160814,0.38338,KNOWN
UNSW-NB15,test,353,Normal,1,0.40969,0.38338,ZERO_DAY
UNSW-NB15,test,354,Exploits,1,0.173393,0.38338,KNOWN
UNSW-NB15,test,355,Exploits,1,0.304329,0.38338,KNOWN
UNSW-NB15,test,356,Reconnaissance,1,0.119919,0.38338,KNOWN
UNSW-NB15,test,357,Normal,1,0.060385,0.38338,KNOWN
UNSW-NB15,test,358,Normal,1,0.198169,0.38338,KNOWN
UNSW-NB15,test,359,Exploits,1,0.233657,0.38338,KNOWN
UNSW-NB15,test,360,Exploits,1,0.009554,0.38338,KNOWN
UNSW-NB15,test,361,Fuzzers,1,0.171613,0.38338,KNOWN
UNSW-NB15,test,362,Exploits,1,0.045641,0.38338,KNOWN
UNSW-NB15,test,363,Normal,1,0.109799,0.38338,KNOWN
UNSW-NB15,test,364,Fuzzers,1,0.334244,0.38338,KNOWN
UNSW-NB15,test,365,Exploits,1,0.250465,0.38338,KNOWN
UNSW-NB15,test,366,Normal,1,0.164026,0.38338,KNOWN
UNSW-NB15,test,367,Exploits,1,0.103479,0.38338,KNOWN
UNSW-NB15,test,368,Exploits,1,0.2602,0.38338,KNOWN
UNSW-NB15,test,369,Normal,1,0.187365,0.38338,KNOWN
UNSW-NB15,test,370,Fuzzers,1,0.239757,0.38338,KNOWN
UNSW-NB15,test,371,Normal,1,0.371496,0.38338,KNOWN
UNSW-NB15,test,372,Exploits,1,0.207578,0.38338,KNOWN
UNSW-NB15,test,373,Exploits,1,0.274416,0.38338,KNOWN
UNSW-NB15,test,374,Normal,1,0.212063,0.38338,KNOWN
UNSW-NB15,test,375,Fuzzers,1,0.296176,0.38338,KNOWN
UNSW-NB15,test,376,Normal,1,0.231098,0.38338,KNOWN
UNSW-NB15,test,377,Exploits,1,0.104063,0.38338,KNOWN
UNSW-NB15,test,378,Normal,1,0.117961,0.38338,KNOWN
UNSW-NB15,test,379,Normal,1,0.052143,0.38338,KNOWN
UNSW-NB15,test,380,Fuzzers,1,0.165053,0.38338,KNOWN
UNSW-NB15,test,381,Normal,1,0.283414,0.38338,KNOWN
UNSW-NB15,test,382,DoS,1,0.116115,0.38338,KNOWN
UNSW-NB15,test,383,Normal,1,0.217665,0.38338,KNOWN
UNSW-NB15,test,384,Reconnaissance,1,0.135598,0.38338,KNOWN
UNSW-NB15,test,385,Normal,1,0.335187,0.38338,KNOWN
UNSW-NB15,test,386,Normal,1,0.116019,0.38338,KNOWN
