dataset,split,sample_id,true_label_multiclass,y_known,nonconformity_s,threshold_q,decision
BoT-IoT,test,158,DoS,1,0.030727,0.262934,KNOWN
BoT-IoT,test,159,DoS,1,0.094529,0.262934,KNOWN
BoT-IoT,test,160,DDoS,1,0.023526,0.262934,KNOWN
BoT-IoT,test,161,DoS,1,0.071098,0.262934,KNOWN
BoT-IoT,test,162,DoS,1,0.035556,0.262934,KNOWN
BoT-IoT,test,163,Normal,1,0.18798,0.262934,KNOWN
BoT-IoT,test,164,DoS,1,0.158148,0.262934,KNOWN
BoT-IoT,test,165,DoS,1,0.110455,0.262934,KNOWN
BoT-IoT,test,166,Normal,1,0.050628,0.262934,KNOWN
BoT-IoT,test,167,DoS,1,0.180558,0.262934,KNOWN
BoT-IoT,test,168,DDoS,1,0.205295,0.262934,KNOWN
BoT-IoT,test,169,Reconnaissance,1,0.107107,0.262934,KNOWN
BoT-IoT,test,170,DoS,1,0.094953,0.262934,KNOWN
BoT-IoT,test,171,DDoS,1,0.142325,0.262934,KNOWN
BoT-IoT,test,172,Reconnaissance,1,0.043898,0.262934,KNOWN
BoT-IoT,test,173,DoS,1,0.101314,0.262934,KNOWN
BoT-IoT,test,174,DoS,1,0.110578,0.262934,KNOWN
BoT-IoT,test,175,DDoS,1,0.13631,0.262934,KNOWN
BoT-IoT,test,176,DDoS,1,0.124543,0.262934,KNOWN
BoT-IoT,test,177,DDoS,1,0.265909,0.262934,ZERO_DAY
BoT-IoT,test,178,DoS,1,0.12761,0.262934,KNOWN
BoT-IoT,test,179,DDoS,1,0.053255,0.262934,KNOWN
BoT-IoT,test,180,DDoS,1,0.040696,0.262934,KNOWN
BoT-IoT,test,181,DoS,1,0.004726,0.262934,KNOWN
BoT-IoT,test,182,DoS,1,0.103931,0.262934,KNOWN
BoT-IoT,test,183,DDoS,1,0.33289,0.262934,ZERO_DAY
BoT-IoT,test,184,DDoS,1,0.066586,0.262934,KNOWN
BoT-IoT,test,185,DoS,1,0.142779,0.262934,KNOWN
BoT-IoT,test,186,Normal,1,0.147575,0.262934,KNOWN
BoT-IoT,test,187,DDoS,1,0.167301,0.262934,KNOWN
BoT-IoT,test,188,DDoS,1,0.102151,0.262934,KNOWN
BoT-IoT,test,189,DDoS,1,0.165763,0.262934,KNOWN
BoT-IoT,test,190,DDoS,1,0.012774,0.262934,KNOWN
BoT-IoT,test,191,DDoS,1,0.016658,0.262934,KNOWN
BoT-IoT,test,192,DoS,1,0.151721,0.262934,KNOWN
BoT-IoT,test,193,DDoS,1,0.003502,0.262934,KNOWN
BoT-IoT,test,194,DoS,1,0.157949,0.262934,KNOWN
BoT-IoT,test,195,DDoS,1,0.067225,0.262934,KNOWN
BoT-IoT,test,196,DoS,1,0.180322,0.262934,KNOWN
BoT-IoT,test,197,DDoS,1,0.204131,0.262934,KNOWN
BoT-IoT,test,198,DoS,1,0.028993,0.262934,KNOWN
BoT-IoT,test,199,DDoS,1,0.07505,0.262934,KNOWN
BoT-IoT,test,200,DDoS,1,0.187211,0.262934,KNOWN
BoT-IoT,test,201,DDoS,1,0.016759,0.262934,KNOWN
BoT-IoT,test,202,Normal,1,0.096349,0.262934,KNOWN
BoT-IoT,test,203,DDoS,1,0.012991,0.262934,KNOWN
BoT-IoT,test,204,DDoS,1,0.075551,0.262934,KNOWN
BoT-IoT,test,205,DDoS,1,0.102277,0.262934,KNOWN
BoT-IoT,test,206,DoS,1,0.042939,0.262934,KNOWN
BoT-IoT,test,207,DoS,1,0.059924,0.262934,KNOWN
BoT-IoT,test,208,DoS,1,0.107802,0.262934,KNOWN
BoT-IoT,test,209,DoS,1,0.066121,0.262934,KNOWN
BoT-IoT,test,210,DDoS,1,0.029353,0.262934,KNOWN
BoT-IoT,test,211,DoS,1,0.011412,0.262934,KNOWN
BoT-IoT,test,212,DDoS,1,0.02752,0.262934,KNOWN
BoT-IoT,test,213,DDoS,1,0.120904,0.262934,KNOWN
BoT-IoT,test,214,DoS,1,0.124151,0.262934,KNOWN
BoT-IoT,test,215,DoS,1,0.098383,0.262934,KNOWN
BoT-IoT,test,216,DoS,1,0.009452,0.262934,KNOWN
BoT-IoT,test,217,DDoS,1,0.076952,0.262934,KNOWN
BoT-IoT,test,218,DoS,1,0.186145,0.262934,KNOWN
BoT-IoT,test,219,Reconnaissance,1,0.170377,0.262934,KNOWN
BoT-IoT,test,220,DoS,1,0.116372,0.262934,KNOWN
BoT-IoT,test,221,DDoS,1,0.270137,0.262934,ZERO_DAY
BoT-IoT,test,222,DDoS,1,0.017313,0.262934,KNOWN
BoT-IoT,test,223,DoS,1,0.052612,0.262934,KNOWN
BoT-IoT,test,224,DDoS,1,0.115078,0.262934,KNOWN
BoT-IoT,test,225,DoS,1,0.155088,0.262934,KNOWN
BoT-IoT,test,226,DoS,1,0.013895,0.262934,KNOWN
BoT-IoT,test,227,DDoS,1,0.015413,0.262934,KNOWN
BoT-IoT,test,228,DDoS,1,0.041836,0.262934,KNOWN
BoT-IoT,test,229,DoS,1,0.043646,0.262934,KNOWN
BoT-IoT,test,230,DoS,1,0.15958,0.262934,KNOWN
BoT-IoT,test,231,DDoS,1,0.207856,0.262934,KNOWN
BoT-IoT,test,232,DDoS,1,0.034367,0.262934,KNOWN
BoT-IoT,test,233,DDoS,1,0.102193,0.262934,KNOWN
BoT-IoT,test,234,DoS,1,0.030386,0.262934,KNOWN
BoT-IoT,test,235,DoS,1,0.095679,0.262934,KNOWN
BoT-IoT,test,236,DoS,1,0.0769,0.262934,KNOWN
BoT-IoT,test,237,DDoS,1,0.084091,0.262934,KNOWN
BoT-IoT,test,238,DoS,1,0.089047,0.262934,KNOWN
BoT-IoT,test,239,Normal,1,0.066872,0.262934,KNOWN
BoT-IoT,test,240,DoS,1,0.131733,0.262934,KNOWN
BoT-IoT,test,241,DoS,1,0.006559,0.262934,KNOWN
BoT-IoT,test,242,DoS,1,0.033182,0.262934,KNOWN
BoT-IoT,test,243,DDoS,1,0.059195,0.262934,KNOWN
BoT-IoT,test,244,DoS,1,0.106287,0.262934,KNOWN
BoT-IoT,test,245,DDoS,1,0.042484,0.262934,KNOWN
BoT-IoT,test,246,DDoS,1,0.161094,0.262934,KNOWN
BoT-IoT,test,247,DoS,1,0.002286,0.262934,KNOWN
BoT-IoT,test,248,DoS,1,0.036056,0.262934,KNOWN
BoT-IoT,test,249,DDoS,1,0.120539,0.262934,KNOWN
BoT-IoT,test,250,DoS,1,0.049932,0.262934,KNOWN
BoT-IoT,test,251,DDoS,1,0.064519,0.262934,KNOWN
BoT-IoT,test,252,DDoS,1,0.055478,0.262934,KNOWN
BoT-IoT,test,253,DoS,1,0.113054,0.262934,KNOWN
BoT-IoT,test,254,DDoS,1,0.116631,0.262934,KNOWN
BoT-IoT,test,255,DDoS,1,0.112126,0.262934,KNOWN
BoT-IoT,test,256,DDoS,1,0.058496,0.262934,KNOWN
BoT-IoT,test,257,DDoS,1,0.000329,0.262934,KNOWN
BoT-IoT,test,258,DDoS,1,0.129056,0.262934,KNOWN
BoT-IoT,test,259,DDoS,1,0.137302,0.262934,KNOWN
BoT-IoT,test,260,DoS,1,0.020122,0.262934,KNOWN
BoT-IoT,test,261,DoS,1,0.021283,0.262934,KNOWN
BoT-IoT,test,262,DoS,1,0.248592,0.262934,KNOWN
BoT-IoT,test,263,DoS,1,0.053984,0.262934,KNOWN
BoT-IoT,test,264,DoS,1,0.024408,0.262934,KNOWN
BoT-IoT,test,265,DDoS,1,0.078814,0.262934,KNOWN
BoT-IoT,test,266,DoS,1,0.008134,0.262934,KNOWN
BoT-IoT,test,267,DoS,1,0.043729,0.262934,KNOWN
BoT-IoT,test,268,DDoS,1,0.282015,0.262934,ZERO_DAY
BoT-IoT,test,269,DDoS,1,0.023807,0.262934,KNOWN
BoT-IoT,test,270,DDoS,1,0.063845,0.262934,KNOWN
BoT-IoT,test,271,DDoS,1,0.16427,0.262934,KNOWN
BoT-IoT,test,272,DDoS,1,0.006164,0.262934,KNOWN
BoT-IoT,test,273,Reconnaissance,1,0.137597,0.262934,KNOWN
BoT-IoT,test,274,DoS,1,0.155676,0.262934,KNOWN
BoT-IoT,test,275,DDoS,1,0.019012,0.262934,KNOWN
BoT-IoT,test,276,DoS,1,0.173835,0.262934,KNOWN
BoT-IoT,test,277,Reconnaissance,1,0.096254,0.262934,KNOWN
BoT-IoT,test,278,Normal,1,0.00975,0.262934,KNOWN
BoT-IoT,test,279,DDoS,1,0.328022,0.262934,ZERO_DAY
BoT-IoT,test,280,DoS,1,0.032852,0.262934,KNOWN
BoT-IoT,test,281,Normal,1,0.059761,0.262934,KNOWN
BoT-IoT,test,282,DoS,1,0.038591,0.262934,KNOWN
BoT-IoT,test,283,Normal,1,0.060672,0.262934,KNOWN
BoT-IoT,test,284,DoS,1,0.090156,0.262934,KNOWN
BoT-IoT,test,285,Normal,1,0.042419,0.262934,KNOWN
BoT-IoT,test,286,Normal,1,0.142764,0.262934,KNOWN
BoT-IoT,test,287,Normal,1,0.329573,0.262934,ZERO_DAY
BoT-IoT,test,288,DDoS,1,0.094154,0.262934,KNOWN
BoT-IoT,test,289,DDoS,1,0.160601,0.262934,KNOWN
BoT-IoT,test,290,DDoS,1,0.062331,0.262934,KNOWN
BoT-IoT,test,291,DoS,1,0.061837,0.262934,KNOWN
BoT-IoT,test,292,DoS,1,0.29235,0.262934,ZERO_DAY
BoT-IoT,test,293,DDoS,1,0.031311,0.262934,KNOWN
BoT-IoT,test,294,DoS,1,0.0252,0.262934,KNOWN
BoT-IoT,test,295,DoS,1,0.103293,0.262934,KNOWN
BoT-IoT,test,296,DoS,1,0.101725,0.262934,KNOWN
BoT-IoT,test,297,DoS,1,0.093788,0.262934,KNOWN
BoT-IoT,test,298,DoS,1,0.130718,0.262934,KNOWN
BoT-IoT,test,299,DDoS,1,0.140978,0.262934,KNOWN
BoT-IoT,test,300,DDoS,1,0.177088,0.262934,KNOWN
BoT-IoT,test,301,DDoS,1,0.035687,0.262934,KNOWN
BoT-IoT,test,302,DDoS,1,0.193203,0.262934,KNOWN
BoT-IoT,test,303,DoS,1,0.041137,0.262934,KNOWN
BoT-IoT,test,304,DDoS,1,0.096251,0.262934,KNOWN
BoT-IoT,test,305,DoS,1,0.064753,0.262934,KNOWN
BoT-IoT,test,306,DDoS,1,0.220571,0.262934,KNOWN
BoT-IoT,test,307,DoS,1,0.088968,0.262934,KNOWN
BoT-IoT,test,308,DDoS,1,0.068122,0.262934,KNOWN
BoT-IoT,test,309,DoS,1,0.138925,0.262934,KNOWN
BoT-IoT,test,310,DDoS,1,0.064686,0.262934,KNOWN
BoT-IoT,test,311,DoS,1,0.098406,0.262934,KNOWN
BoT-IoT,test,312,DoS,1,0.048658,0.262934,KNOWN
BoT-IoT,test,313,DoS,1,0.213825,0.262934,KNOWN
BoT-IoT,test,314,DoS,1,0.090112,0.262934,KNOWN
BoT-IoT,test,315,DoS,1,0.069518,0.262934,KNOWN
BoT-IoT,test,316,DDoS,1,0.041336,0.262934,KNOWN
BoT-IoT,test,317,DDoS,1,0.09936,0.262934,KNOWN
BoT-IoT,test,318,DoS,1,0.085038,0.262934,KNOWN
BoT-IoT,test,319,DDoS,1,0.018184,0.262934,KNOWN
BoT-IoT,test,320,DDoS,1,0.200556,0.262934,KNOWN
BoT-IoT,test,321,DoS,1,0.005997,0.262934,KNOWN
BoT-IoT,test,322,DoS,1,0.029811,0.262934,KNOWN
BoT-IoT,test,323,DDoS,1,0.149188,0.262934,KNOWN
BoT-IoT,test,324,DDoS,1,0.074891,0.262934,KNOWN
BoT-IoT,test,325,DDoS,1,0.014505,0.262934,KNOWN
BoT-IoT,test,326,DoS,1,0.124374,0.262934,KNOWN
BoT-IoT,test,327,DDoS,1,0.043875,0.262934,KNOWN
BoT-IoT,test,328,DoS,1,0.007249,0.262934,KNOWN
BoT-IoT,test,329,DDoS,1,0.063704,0.262934,KNOWN
BoT-IoT,test,330,DDoS,1,0.026069,0.262934,KNOWN
BoT-IoT,test,331,Normal,1,0.146573,0.262934,KNOWN
BoT-IoT,test,332,DDoS,1,0.021029,0.262934,KNOWN
BoT-IoT,test,333,DoS,1,0.079054,0.262934,KNOWN
BoT-IoT,test,334,DoS,1,0.295252,0.262934,ZERO_DAY
BoT-IoT,test,335,DoS,1,0.013106,0.262934,KNOWN
BoT-IoT,test,336,DDoS,1,0.098181,0.262934,KNOWN
BoT-IoT,test,337,DoS,1,0.28512,0.262934,ZERO_DAY
BoT-IoT,test,338,DoS,1,0.053635,0.262934,KNOWN
BoT-IoT,test,339,DDoS,1,0.017786,0.262934,KNOWN
BoT-IoT,test,340,DoS,1,0.086755,0.262934,KNOWN
BoT-IoT,test,341,DoS,1,0.03353,0.262934,KNOWN
BoT-IoT,test,342,DoS,1,0.079167,0.262934,KNOWN
BoT-IoT,test,343,DDoS,1,0.096068,0.262934,KNOWN
BoT-IoT,test,344,DDoS,1,0.057739,0.262934,KNOWN
BoT-IoT,test,345,DDoS,1,0.157047,0.262934,KNOWN
BoT-IoT,test,346,DDoS,1,0.018679,0.262934,KNOWN
BoT-IoT,test,347,DoS,1,0.146677,0.262934,KNOWN
BoT-IoT,test,348,DoS,1,0.169222,0.262934,KNOWN
BoT-IoT,test,349,DoS,1,0.025787,0.262934,KNOWN
BoT-IoT,test,350,DoS,1,0.030737,0.262934,KNOWN
BoT-IoT,test,351,DoS,1,0.053217,0.262934,KNOWN
BoT-IoT,test,352,DoS,1,0.101165,0.262934,KNOWN
BoT-IoT,test,353,DoS,1,0.023021,0.262934,KNOWN
BoT-IoT,test,354,DDoS,1,0.04186,0.262934,KNOWN
BoT-IoT,test,355,DoS,1,0.138003,0.262934,KNOWN
BoT-IoT,test,356,DDoS,1,0.054622,0.262934,KNOWN
BoT-IoT,test,357,DDoS,1,0.027842,0.262934,KNOWN
BoT-IoT,test,358,DDoS,1,0.003564,0.262934,KNOWN
BoT-IoT,test,359,Normal,1,0.18596,0.262934,KNOWN
BoT-IoT,test,360,DoS,1,0.12756,0.262934,KNOWN
BoT-IoT,test,361,DDoS,1,0.030557,0.262934,KNOWN
BoT-IoT,test,362,DoS,1,0.032672,0.262934,KNOWN
BoT-IoT,test,363,DDoS,1,0.100333,0.262934,KNOWN
BoT-IoT,test,364,DDoS,1,0.101409,0.262934,KNOWN
BoT-IoT,test,365,DDoS,1,0.12117,0.262934,KNOWN
BoT-IoT,test,366,DoS,1,0.080352,0.262934,KNOWN
BoT-IoT,test,367,DDoS,1,0.254953,0.262934,KNOWN
BoT-IoT,test,368,DoS,1,0.13484,0.262934,KNOWN
BoT-IoT,test,369,DDoS,1,0.012009,0.262934,KNOWN
BoT-IoT,test,370,DDoS,1,0.101601,0.262934,KNOWN
BoT-IoT,test,371,DoS,1,0.05954,0.262934,KNOWN
BoT-IoT,test,372,DoS,1,0.087384,0.262934,KNOWN
BoT-IoT,test,373,DoS,1,0.001201,0.262934,KNOWN
BoT-IoT,test,374,DDoS,1,0.234839,0.262934,KNOWN
BoT-IoT,test,375,DoS,1,0.161077,0.262934,KNOWN
BoT-IoT,test,376,DoS,1,0.190382,0.262934,KNOWN
BoT-IoT,test,377,DDoS,1,0.184116,0.262934,KNOWN
BoT-IoT,test,378,DoS,1,0.057783,0.262934,KNOWN
BoT-IoT,test,379,Normal,1,0.092781,0.262934,KNOWN
BoT-IoT,test,380,DoS,1,0.164905,0.262934,KNOWN
BoT-IoT,test,381,DDoS,1,0.027235,0.262934,KNOWN
BoT-IoT,test,382,DoS,1,0.060839,0.262934,KNOWN
BoT-IoT,test,383,DDoS,1,0.124193,0.262934,KNOWN
BoT-IoT,test,384,DoS,1,0.055551,0.262934,KNOWN
BoT-IoT,test,385,DoS,1,0.088515,0.262934,KNOWN
BoT-IoT,test,386,DoS,1,0.074809,0.262934,KNOWN
BoT-IoT,test,387,DDoS,1,0.166287,0.262934,KNOWN
BoT-IoT,test,388,DDoS,1,0.138123,0.262934,KNOWN
BoT-IoT,test,389,DoS,1,0.048096,0.262934,KNOWN
BoT-IoT,test,390,DDoS,1,0.017827,0.262934,KNOWN
BoT-IoT,test,391,Normal,1,0.241266,0.262934,KNOWN
BoT-IoT,test,392,DDoS,1,0.172112,0.262934,KNOWN
BoT-IoT,test,393,DDoS,1,0.321767,0.262934,ZERO_DAY
BoT-IoT,test,394,DoS,1,0.102211,0.262934,KNOWN
BoT-IoT,test,395,Reconnaissance,1,0.107598,0.262934,KNOWN
BoT-IoT,test,396,DDoS,1,0.122371,0.262934,KNOWN
BoT-IoT,test,397,DoS,1,0.022774,0.262934,KNOWN
BoT-IoT,test,398,DoS,1,0.010658,0.262934,KNOWN
BoT-IoT,test,399,DoS,1,0.123674,0.262934,KNOWN
