dataset,split,sample_id,true_label_multiclass,y_known,nonconformity_s,threshold_q,decision
CICIoT2023,test,64,DoS-UDP_Flood,1,0.06795,0.300551,KNOWN
CICIoT2023,test,65,DDoS-SYN_Flood,1,0.025366,0.300551,KNOWN
CICIoT2023,test,66,DoS-TCP_Flood,1,0.128015,0.300551,KNOWN
CICIoT2023,test,67,DDoS-UDP_Flood,1,0.101637,0.300551,KNOWN
CICIoT2023,test,68,DDoS-SynonymousIP_Flood,1,0.016738,0.300551,KNOWN
CICIoT2023,test,69,DoS-UDP_Flood,1,0.18262,0.300551,KNOWN
CICIoT2023,test,70,DoS-UDP_Flood,1,0.16542,0.300551,KNOWN
CICIoT2023,test,71,DDoS-UDP_Flood,1,0.175568,0.300551,KNOWN
CICIoT2023,test,72,DoS-SYN_Flood,1,0.046929,0.300551,KNOWN
CICIoT2023,test,73,DDoS-UDP_Flood,1,0.041007,0.300551,KNOWN
CICIoT2023,test,74,DoS-UDP_Flood,1,0.274353,0.300551,KNOWN
CICIoT2023,test,75,DoS-UDP_Flood,1,0.250954,0.300551,KNOWN
CICIoT2023,test,76,DDoS-RSTFINFlood,1,0.152701,0.300551,KNOWN
CICIoT2023,test,77,DDoS-TCP_Flood,1,0.145031,0.300551,KNOWN
CICIoT2023,test,78,DDoS-RSTFINFlood,1,0.092757,0.300551,KNOWN
CICIoT2023,test,79,DDoS-UDP_Flood,1,0.163643,0.300551,KNOWN
CICIoT2023,test,80,DDoS-PSHACK_Flood,1,0.230309,0.300551,KNOWN
CICIoT2023,test,81,DDoS-ICMP_Flood,1,0.208066,0.300551,KNOWN
CICIoT2023,test,82,DDoS-ICMP_Flood,1,0.068164,0.300551,KNOWN
CICIoT2023,test,83,DDoS-ICMP_Fragmentation,1,0.015248,0.300551,KNOWN
CICIoT2023,test,84,DDoS-SynonymousIP_Flood,1,0.447874,0.300551,ZERO_DAY
CICIoT2023,test,85,DDoS-SynonymousIP_Flood,1,0.020637,0.300551,KNOWN
CICIoT2023,test,86,DDoS-TCP_Flood,1,0.193073,0.300551,KNOWN
CICIoT2023,test,87,DDoS-SYN_Flood,1,0.262649,0.300551,KNOWN
CICIoT2023,test,88,DDoS-SynonymousIP_Flood,1,0.07423,0.300551,KNOWN
CICIoT2023,test,89,DoS-TCP_Flood,1,0.155665,0.300551,KNOWN
CICIoT2023,test,90,DDoS-UDP_Flood,1,0.017431,0.300551,KNOWN
CICIoT2023,test,91,DDoS-PSHACK_Flood,1,0.284837,0.300551,KNOWN
CICIoT2023,test,92,DDoS-SYN_Flood,1,0.02952,0.300551,KNOWN
CICIoT2023,test,93,DDoS-TCP_Flood,1,0.02751,0.300551,KNOWN
CICIoT2023,test,94,DoS-UDP_Flood,1,0.008902,0.300551,KNOWN
CICIoT2023,test,95,DDoS-RSTFINFlood,1,0.236832,0.300551,KNOWN
CICIoT2023,test,96,DDoS-HTTP_Flood,1,0.117808,0.300551,KNOWN
CICIoT2023,test,97,DoS-UDP_Flood,1,0.212173,0.300551,KNOWN
CICIoT2023,test,98,DDoS-SYN_Flood,1,0.007303,0.300551,KNOWN
CICIoT2023,test,99,DDoS-ICMP_Flood,1,0.341479,0.300551,ZERO_DAY
CICIoT2023,test,100,DDoS-TCP_Flood,1,0.019057,0.300551,KNOWN
CICIoT2023,test,101,BenignTraffic,1,0.083112,0.300551,KNOWN
CICIoT2023,test,102,DDoS-ICMP_Flood,1,0.12579,0.300551,KNOWN
CICIoT2023,test,103,DDoS-SynonymousIP_Flood,1,0.367272,0.300551,ZERO_DAY
CICIoT2023,test,104,DDoS-ICMP_Flood,1,0.071474,0.300551,KNOWN
CICIoT2023,test,105,DDoS-PSHACK_Flood,1,0.106419,0.300551,KNOWN
CICIoT2023,test,106,DDoS-SYN_Flood,1,0.124521,0.300551,KNOWN
CICIoT2023,test,107,DDoS-SYN_Flood,1,0.083989,0.300551,KNOWN
CICIoT2023,test,108,DoS-SYN_Flood,1,0.010839,0.300551,KNOWN
CICIoT2023,test,109,DoS-UDP_Flood,1,0.058913,0.300551,KNOWN
CICIoT2023,test,110,DDoS-PSHACK_Flood,1,0.024474,0.300551,KNOWN
CICIoT2023,test,111,DoS-SYN_Flood,1,0.24708,0.300551,KNOWN
CICIoT2023,test,112,DDoS-RSTFINFlood,1,0.04512,0.300551,KNOWN
CICIoT2023,test,113,DDoS-RSTFINFlood,1,0.383137,0.300551,ZERO_DAY
CICIoT2023,test,114,DDoS-SYN_Flood,1,0.038694,0.300551,KNOWN
CICIoT2023,test,115,DDoS-SYN_Flood,1,0.147052,0.300551,KNOWN
CICIoT2023,test,116,DDoS-SYN_Flood,1,0.207113,0.300551,KNOWN
CICIoT2023,test,117,DDoS-PSHACK_Flood,1,0.320219,0.300551,ZERO_DAY
CICIoT2023,test,118,DDoS-TCP_Flood,1,0.269972,0.300551,KNOWN
CICIoT2023,test,119,DDoS-SlowLoris,1,0.185154,0.300551,KNOWN
CICIoT2023,test,120,DDoS-PSHACK_Flood,1,0.13992,0.300551,KNOWN
CICIoT2023,test,121,DDoS-ICMP_Flood,1,0.133072,0.300551,KNOWN
CICIoT2023,test,122,DDoS-TCP_Flood,1,0.031098,0.300551,KNOWN
CICIoT2023,test,123,BenignTraffic,1,0.061043,0.300551,KNOWN
CICIoT2023,test,124,DDoS-UDP_Flood,1,0.261933,0.300551,KNOWN
CICIoT2023,test,125,DoS-UDP_Flood,1,0.010854,0.300551,KNOWN
CICIoT2023,test,126,DoS-TCP_Flood,1,0.082081,0.300551,KNOWN
CICIoT2023,test,127,DDoS-RSTFINFlood,1,0.105376,0.300551,KNOWN
CICIoT2023,test,128,DDoS-RSTFINFlood,1,0.039039,0.300551,KNOWN
CICIoT2023,test,129,DDoS-TCP_Flood,1,0.122048,0.300551,KNOWN
CICIoT2023,test,130,DDoS-RSTFINFlood,1,0.040331,0.300551,KNOWN
CICIoT2023,test,131,DoS-SYN_Flood,1,0.051357,0.300551,KNOWN
CICIoT2023,test,132,DDoS-PSHACK_Flood,1,0.239194,0.300551,KNOWN
CICIoT2023,test,133,DDoS-TCP_Flood,1,0.244158,0.300551,KNOWN
CICIoT2023,test,134,DDoS-SynonymousIP_Flood,1,0.007479,0.300551,KNOWN
CICIoT2023,test,135,DoS-UDP_Flood,1,0.198534,0.300551,KNOWN
CICIoT2023,test,136,DDoS-ICMP_Flood,1,0.127837,0.300551,KNOWN
CICIoT2023,test,137,DoS-TCP_Flood,1,0.121246,0.300551,KNOWN
CICIoT2023,test,138,DDoS-ICMP_Flood,1,0.277243,0.300551,KNOWN
CICIoT2023,test,139,DDoS-SYN_Flood,1,0.205594,0.300551,KNOWN
CICIoT2023,test,140,DDoS-PSHACK_Flood,1,0.090793,0.300551,KNOWN
CICIoT2023,test,141,DDoS-RSTFINFlood,1,0.16069,0.300551,KNOWN
CICIoT2023,test,142,DoS-UDP_Flood,1,0.137606,0.300551,KNOWN
CICIoT2023,test,143,DDoS-SynonymousIP_Flood,1,0.043521,0.300551,KNOWN
CICIoT2023,test,144,DDoS-PSHACK_Flood,1,0.216374,0.300551,KNOWN
CICIoT2023,test,145,DDoS-PSHACK_Flood,1,0.054381,0.300551,KNOWN
CICIoT2023,test,146,DDoS-PSHACK_Flood,1,0.072823,0.300551,KNOWN
CICIoT2023,test,147,DDoS-UDP_Fragmentation,1,0.097821,0.300551,KNOWN
CICIoT2023,test,148,DoS-TCP_Flood,1,0.25391,0.300551,KNOWN
CICIoT2023,test,149,DDoS-ICMP_Flood,1,0.090756,0.300551,KNOWN
CICIoT2023,test,150,DDoS-SynonymousIP_Flood,1,0.134538,0.300551,KNOWN
CICIoT2023,test,151,DoS-TCP_Flood,1,0.064495,0.300551,KNOWN
CICIoT2023,test,152,DDoS-UDP_Flood,1,0.033562,0.300551,KNOWN
CICIoT2023,test,153,DDoS-ICMP_Flood,1,0.029511,0.300551,KNOWN
CICIoT2023,test,154,DDoS-PSHACK_Flood,1,0.133947,0.300551,KNOWN
CICIoT2023,test,155,DDoS-TCP_Flood,1,0.076237,0.300551,KNOWN
CICIoT2023,test,156,DDoS-ICMP_Flood,1,0.054602,0.300551,KNOWN
CICIoT2023,test,157,DDoS-UDP_Flood,1,0.209145,0.300551,KNOWN
CICIoT2023,test,158,DDoS-ICMP_Flood,1,0.034396,0.300551,KNOWN
CICIoT2023,test,159,DoS-TCP_Flood,1,0.434148,0.300551,ZERO_DAY
CICIoT2023,test,160,DDoS-SynonymousIP_Flood,1,0.117296,0.300551,KNOWN
CICIoT2023,test,161,DDoS-TCP_Flood,1,0.435458,0.300551,ZERO_DAY
CICIoT2023,test,162,DoS-TCP_Flood,1,0.205391,0.300551,KNOWN
CICIoT2023,test,163,DDoS-PSHACK_Flood,1,0.381648,0.300551,ZERO_DAY
CICIoT2023,test,164,DoS-TCP_Flood,1,0.002888,0.300551,KNOWN
CICIoT2023,test,165,DDoS-ICMP_Flood,1,0.084519,0.300551,KNOWN
CICIoT2023,test,166,DoS-UDP_Flood,1,0.193819,0.300551,KNOWN
CICIoT2023,test,167,DDoS-UDP_Flood,1,0.066125,0.300551,KNOWN
CICIoT2023,test,168,DoS-SYN_Flood,1,0.100363,0.300551,KNOWN
CICIoT2023,test,169,DoS-SYN_Flood,1,0.046735,0.300551,KNOWN
CICIoT2023,test,170,DDoS-TCP_Flood,1,0.220332,0.300551,KNOWN
CICIoT2023,test,171,DDoS-UDP_Flood,1,0.274263,0.300551,KNOWN
CICIoT2023,test,172,DDoS-RSTFINFlood,1,0.07935,0.300551,KNOWN
CICIoT2023,test,173,DDoS-ICMP_Flood,1,0.377245,0.300551,ZERO_DAY
CICIoT2023,test,174,DDoS-TCP_Flood,1,0.233652,0.300551,KNOWN
CICIoT2023,test,175,DDoS-SYN_Flood,1,0.143471,0.300551,KNOWN
CICIoT2023,test,176,DoS-UDP_Flood,1,0.223057,0.300551,KNOWN
CICIoT2023,test,177,DDoS-UDP_Flood,1,0.032438,0.300551,KNOWN
CICIoT2023,test,178,DoS-UDP_Flood,1,0.122355,0.300551,KNOWN
CICIoT2023,test,179,DDoS-RSTFINFlood,1,0.016198,0.300551,KNOWN
CICIoT2023,test,180,DDoS-ICMP_Flood,1,0.116659,0.300551,KNOWN
CICIoT2023,test,181,DoS-TCP_Flood,1,0.001402,0.300551,KNOWN
CICIoT2023,test,182,DDoS-SlowLoris,1,0.063225,0.300551,KNOWN
CICIoT2023,test,183,DDoS-UDP_Flood,1,0.057626,0.300551,KNOWN
CICIoT2023,test,184,DDoS-SynonymousIP_Flood,1,0.092836,0.300551,KNOWN
CICIoT2023,test,185,DDoS-RSTFINFlood,1,0.471236,0.300551,ZERO_DAY
CICIoT2023,test,186,DoS-UDP_Flood,1,0.127325,0.300551,KNOWN
CICIoT2023,test,187,DDoS-RSTFINFlood,1,0.058713,0.300551,KNOWN
CICIoT2023,test,188,DoS-SYN_Flood,1,0.087679,0.300551,KNOWN
CICIoT2023,test,189,DoS-UDP_Flood,1,0.149121,0.300551,KNOWN
CICIoT2023,test,190,DDoS-ICMP_Flood,1,0.085035,0.300551,KNOWN
CICIoT2023,test,191,DDoS-ACK_Fragmentation,1,0.104455,0.300551,KNOWN
CICIoT2023,test,192,DoS-UDP_Flood,1,0.324756,0.300551,ZERO_DAY
CICIoT2023,test,193,DDoS-SynonymousIP_Flood,1,0.257522,0.300551,KNOWN
CICIoT2023,test,194,DDoS-RSTFINFlood,1,0.216484,0.300551,KNOWN
CICIoT2023,test,195,BenignTraffic,1,0.052498,0.300551,KNOWN
CICIoT2023,test,196,DDoS-TCP_Flood,1,0.051583,0.300551,KNOWN
CICIoT2023,test,197,DDoS-ICMP_Flood,1,0.281752,0.300551,KNOWN
CICIoT2023,test,198,DDoS-PSHACK_Flood,1,0.039333,0.300551,KNOWN
CICIoT2023,test,199,DDoS-SYN_Flood,1,0.136237,0.300551,KNOWN
CICIoT2023,test,200,DoS-SYN_Flood,1,0.002948,0.300551,KNOWN
CICIoT2023,test,201,DDoS-RSTFINFlood,1,0.062777,0.300551,KNOWN
CICIoT2023,test,202,DDoS-ICMP_Flood,1,0.183074,0.300551,KNOWN
CICIoT2023,test,203,DDoS-PSHACK_Flood,1,0.163616,0.300551,KNOWN
CICIoT2023,test,204,DDoS-PSHACK_Flood,1,0.060929,0.300551,KNOWN
CICIoT2023,test,205,DDoS-UDP_Flood,1,0.018738,0.300551,KNOWN
CICIoT2023,test,206,DDoS-ICMP_Flood,1,0.084514,0.300551,KNOWN
CICIoT2023,test,207,DDoS-PSHACK_Flood,1,0.046636,0.300551,KNOWN
CICIoT2023,test,208,DDoS-TCP_Flood,1,0.023096,0.300551,KNOWN
CICIoT2023,test,209,DDoS-PSHACK_Flood,1,0.180088,0.300551,KNOWN
CICIoT2023,test,210,DDoS-UDP_Flood,1,0.212359,0.300551,KNOWN
CICIoT2023,test,211,DDoS-RSTFINFlood,1,0.126082,0.300551,KNOWN
CICIoT2023,test,212,DDoS-UDP_Flood,1,0.035554,0.300551,KNOWN
CICIoT2023,test,213,DDoS-UDP_Flood,1,0.233375,0.300551,KNOWN
CICIoT2023,test,214,DDoS-SynonymousIP_Flood,1,0.063431,0.300551,KNOWN
CICIoT2023,test,215,DDoS-UDP_Fragmentation,1,0.021614,0.300551,KNOWN
CICIoT2023,test,216,DDoS-TCP_Flood,1,0.084994,0.300551,KNOWN
CICIoT2023,test,217,DDoS-SYN_Flood,1,0.052869,0.300551,KNOWN
CICIoT2023,test,218,DoS-TCP_Flood,1,0.136828,0.300551,KNOWN
CICIoT2023,test,219,DDoS-ICMP_Flood,1,0.018275,0.300551,KNOWN
CICIoT2023,test,220,DDoS-TCP_Flood,1,0.222555,0.300551,KNOWN
CICIoT2023,test,221,DDoS-ICMP_Flood,1,0.058384,0.300551,KNOWN
CICIoT2023,test,222,DDoS-SYN_Flood,1,0.004768,0.300551,KNOWN
CICIoT2023,test,223,DDoS-SYN_Flood,1,0.001245,0.300551,KNOWN
CICIoT2023,test,224,DoS-UDP_Flood,1,0.09403,0.300551,KNOWN
CICIoT2023,test,225,DDoS-RSTFINFlood,1,0.135929,0.300551,KNOWN
CICIoT2023,test,226,DoS-UDP_Flood,1,0.054688,0.300551,KNOWN
CICIoT2023,test,227,DDoS-TCP_Flood,1,0.278973,0.300551,KNOWN
CICIoT2023,test,228,DDoS-UDP_Flood,1,0.268853,0.300551,KNOWN
CICIoT2023,test,229,DDoS-TCP_Flood,1,0.251893,0.300551,KNOWN
CICIoT2023,test,230,DDoS-PSHACK_Flood,1,0.007087,0.300551,KNOWN
CICIoT2023,test,231,DDoS-RSTFINFlood,1,0.161063,0.300551,KNOWN
CICIoT2023,test,232,DDoS-SYN_Flood,1,0.038529,0.300551,KNOWN
CICIoT2023,test,233,DDoS-ICMP_Flood,1,0.070669,0.300551,KNOWN
CICIoT2023,test,234,DoS-UDP_Flood,1,0.075438,0.300551,KNOWN
CICIoT2023,test,235,DoS-TCP_Flood,1,0.04639,0.300551,KNOWN
CICIoT2023,test,236,DDoS-ICMP_Flood,1,0.203033,0.300551,KNOWN
CICIoT2023,test,237,DDoS-ICMP_Flood,1,0.17206,0.300551,KNOWN
CICIoT2023,test,238,DDoS-ICMP_Flood,1,0.003736,0.300551,KNOWN
CICIoT2023,test,239,DDoS-SynonymousIP_Flood,1,0.070004,0.300551,KNOWN
CICIoT2023,test,240,DDoS-ICMP_Flood,1,0.053458,0.300551,KNOWN
CICIoT2023,test,241,DDoS-SynonymousIP_Flood,1,0.01397,0.300551,KNOWN
CICIoT2023,test,242,DoS-UDP_Flood,1,0.281056,0.300551,KNOWN
CICIoT2023,test,243,DDoS-RSTFINFlood,1,0.064972,0.300551,KNOWN
CICIoT2023,test,244,DDoS-ICMP_Flood,1,0.095894,0.300551,KNOWN
CICIoT2023,test,245,DDoS-TCP_Flood,1,0.055343,0.300551,KNOWN
CICIoT2023,test,246,DDoS-TCP_Flood,1,0.047726,0.300551,KNOWN
CICIoT2023,test,247,DDoS-RSTFINFlood,1,0.075989,0.300551,KNOWN
CICIoT2023,test,248,DDoS-RSTFINFlood,1,0.269026,0.300551,KNOWN
CICIoT2023,test,249,DoS-TCP_Flood,1,0.071357,0.300551,KNOWN
CICIoT2023,test,250,MITM-ArpSpoofing,1,0.057073,0.300551,KNOWN
CICIoT2023,test,251,DDoS-SynonymousIP_Flood,1,0.071617,0.300551,KNOWN
CICIoT2023,test,252,DoS-UDP_Flood,1,0.123961,0.300551,KNOWN
CICIoT2023,test,253,DDoS-ICMP_Flood,1,0.168827,0.300551,KNOWN
CICIoT2023,test,254,DoS-UDP_Flood,1,0.025435,0.300551,KNOWN
CICIoT2023,test,255,DDoS-RSTFINFlood,1,0.08292,0.300551,KNOWN
CICIoT2023,test,256,DoS-SYN_Flood,1,0.037869,0.300551,KNOWN
CICIoT2023,test,257,DDoS-ICMP_Flood,1,0.014591,0.300551,KNOWN
CICIoT2023,test,258,DDoS-RSTFINFlood,1,0.159878,0.300551,KNOWN
CICIoT2023,test,259,DDoS-SlowLoris,1,0.194709,0.300551,KNOWN
CICIoT2023,test,260,DDoS-RSTFINFlood,1,0.023277,0.300551,KNOWN
CICIoT2023,test,261,DDoS-ICMP_Flood,1,0.298086,0.300551,KNOWN
CICIoT2023,test,262,DDoS-SYN_Flood,1,0.323623,0.300551,ZERO_DAY
CICIoT2023,test,263,DDoS-SYN_Flood,1,0.088928,0.300551,KNOWN
CICIoT2023,test,264,DDoS-SynonymousIP_Flood,1,0.147259,0.300551,KNOWN
CICIoT2023,test,265,DDoS-PSHACK_Flood,1,0.03168,0.300551,KNOWN
CICIoT2023,test,266,DDoS-ICMP_Flood,1,0.08686,0.300551,KNOWN
CICIoT2023,test,267,DDoS-PSHACK_Flood,1,0.167406,0.300551,KNOWN
CICIoT2023,test,268,DoS-UDP_Flood,1,0.034609,0.300551,KNOWN
CICIoT2023,test,269,DDoS-PSHACK_Flood,1,0.236297,0.300551,KNOWN
CICIoT2023,test,270,DDoS-ICMP_Flood,1,0.084004,0.300551,KNOWN
CICIoT2023,test,271,DDoS-SynonymousIP_Flood,1,0.014451,0.300551,KNOWN
CICIoT2023,test,272,DDoS-SYN_Flood,1,0.030896,0.300551,KNOWN
CICIoT2023,test,273,DDoS-ICMP_Flood,1,0.260296,0.300551,KNOWN
CICIoT2023,test,274,DDoS-TCP_Flood,1,0.045085,0.300551,KNOWN
CICIoT2023,test,275,DDoS-PSHACK_Flood,1,0.140409,0.300551,KNOWN
CICIoT2023,test,276,DDoS-ICMP_Flood,1,0.186599,0.300551,KNOWN
CICIoT2023,test,277,DoS-SYN_Flood,1,0.194709,0.300551,KNOWN
CICIoT2023,test,278,DoS-HTTP_Flood,1,0.099195,0.300551,KNOWN
CICIoT2023,test,279,DDoS-ICMP_Flood,1,0.054421,0.300551,KNOWN
CICIoT2023,test,280,DDoS-PSHACK_Flood,1,0.070508,0.300551,KNOWN
CICIoT2023,test,281,DDoS-ACK_Fragmentation,1,0.323491,0.300551,ZERO_DAY
CICIoT2023,test,282,DDoS-RSTFINFlood,1,0.252288,0.300551,KNOWN
CICIoT2023,test,283,DDoS-ICMP_Flood,1,0.080368,0.300551,KNOWN
CICIoT2023,test,284,DoS-TCP_Flood,1,0.049496,0.300551,KNOWN
CICIoT2023,test,285,DDoS-ICMP_Flood,1,0.057988,0.300551,KNOWN
CICIoT2023,test,286,DDoS-TCP_Flood,1,0.070748,0.300551,KNOWN
CICIoT2023,test,287,DDoS-PSHACK_Flood,1,0.130363,0.300551,KNOWN
CICIoT2023,test,288,DDoS-RSTFINFlood,1,0.016917,0.300551,KNOWN
CICIoT2023,test,289,DDoS-ICMP_Flood,1,0.116209,0.300551,KNOWN
CICIoT2023,test,290,DDoS-UDP_Flood,1,0.283479,0.300551,KNOWN
CICIoT2023,test,291,DDoS-TCP_Flood,1,0.015998,0.300551,KNOWN
CICIoT2023,test,292,DoS-TCP_Flood,1,0.132494,0.300551,KNOWN
CICIoT2023,test,293,DoS-TCP_Flood,1,0.055727,0.300551,KNOWN
CICIoT2023,test,294,DDoS-UDP_Flood,1,0.196638,0.300551,KNOWN
CICIoT2023,test,295,DDoS-ICMP_Flood,1,0.08729,0.300551,KNOWN
CICIoT2023,test,296,DDoS-PSHACK_Flood,1,0.110785,0.300551,KNOWN
CICIoT2023,test,297,DDoS-UDP_Flood,1,0.080524,0.300551,KNOWN
CICIoT2023,test,298,DoS-SYN_Flood,1,0.038515,0.300551,KNOWN
CICIoT2023,test,299,DDoS-ICMP_Flood,1,0.044162,0.300551,KNOWN
CICIoT2023,test,300,DDoS-UDP_Flood,1,0.077525,0.300551,KNOWN
CICIoT2023,test,301,DDoS-SYN_Flood,1,0.104085,0.300551,KNOWN
CICIoT2023,test,302,DDoS-ICMP_Flood,1,0.014782,0.300551,KNOWN
CICIoT2023,test,303,DDoS-PSHACK_Flood,1,0.143144,0.300551,KNOWN
CICIoT2023,test,304,DDoS-SlowLoris,1,0.082497,0.300551,KNOWN
CICIoT2023,test,305,DDoS-PSHACK_Flood,1,0.01689,0.300551,KNOWN
CICIoT2023,test,306,DDoS-SYN_Flood,1,0.111788,0.300551,KNOWN
CICIoT2023,test,307,DDoS-UDP_Flood,1,0.176,0.300551,KNOWN
CICIoT2023,test,308,DDoS-ICMP_Flood,1,0.177878,0.300551,KNOWN
CICIoT2023,test,309,DDoS-SYN_Flood,1,0.238835,0.300551,KNOWN
CICIoT2023,test,310,DDoS-ICMP_Flood,1,0.115738,0.300551,KNOWN
CICIoT2023,test,311,DoS-TCP_Flood,1,0.375825,0.300551,ZERO_DAY
CICIoT2023,test,312,DDoS-TCP_Flood,1,0.148979,0.300551,KNOWN
CICIoT2023,test,313,DDoS-PSHACK_Flood,1,0.159212,0.300551,KNOWN
CICIoT2023,test,314,DoS-TCP_Flood,1,0.127622,0.300551,KNOWN
CICIoT2023,test,315,DoS-SYN_Flood,1,0.082168,0.300551,KNOWN
CICIoT2023,test,316,BenignTraffic,1,0.132465,0.300551,KNOWN
CICIoT2023,test,317,DDoS-UDP_Flood,1,0.113199,0.300551,KNOWN
