proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,http_request_body_len,http_response_body_len,http_status_code,label_multiclass,label_binary
1,5,0.09381608442880845,0.0,0.0,1,0.0,0.4425070493497599,0.032632149841456785,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,scanning,1
2,1,-0.0024388204610327796,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
2,1,-0.00319510775845411,0.0,0.0,6,0.0,0.0,0.03785608907831753,-0.6309297535714575,-0.7570568896624595,104,0.6931471805599453,2.5649493574615367,0.0,0,0,0,0,0.0,0.0,0.0,normal,0
1,4,2.196901711184198,1.0250276947729464,1.8097470787469516,10,0.0,1.1989778467157899,0.7535981377917141,1.140313995589965,0.921226291262849,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,-0.00037809109506170785,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,4,15.6124732211324,1.1081966582482397,2.0907281827065596,10,0.0,1.367211219012335,0.8772996083662502,1.7037877659013354,1.1711632603857285,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,4,15.789079759519483,1.1876360662044856,2.0907281827065596,10,0.0,1.367211219012335,0.9600913208842764,1.7037877659013354,1.1711632603857285,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,4,0.04590075274365121,1.0331792271140867,1.3644765005751047,10,0.0,1.1989778467157899,0.7602933027638636,1.0,0.5875732914955154,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,0.08918806180531985,0.0,0.0,1,0.0,0.4425070493497599,0.032632149841456785,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,scanning,1
1,4,0.28023083578889896,1.0435672646562266,1.6902692687655132,10,0.0,1.1989778467157899,0.7137336988656802,1.0,0.8139382774325007,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,-0.0014178805926161947,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,5,61.46158673127712,0.0,0.0,9,0.0,0.7564707973660301,0.32124742714616983,0.3690702464285425,0.20667868729074057,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
1,0,-0.00319510775845411,0.0,0.0,0,0.0,-0.7564707973660301,-2.065974564076003,0.0,0.20667868729074057,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,5,4.1502652575315935,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,4,21.102273262889153,1.1587170454163234,2.0907281827065596,10,0.0,1.1989778467157899,0.8858471535179862,1.7037877659013354,1.1711632603857285,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,5,-0.001001957931792264,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,5,-0.00319510775845411,0.0,0.0,0,0.0,0.0,-0.03508177807890498,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,5,-0.0021363140121092978,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
2,1,9.026276211622136,0.7808222390618621,0.0,6,0.0,0.4425070493497599,0.09176825677077866,-0.6309297535714575,-0.7570568896624595,686,0.6931471805599453,3.367295829986474,0.0,0,0,0,0,0.0,0.0,0.0,normal,0
1,5,-0.003138385161807979,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
2,1,-0.0025900755004654554,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,3.367295829986474,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,-0.0028358675202690056,0.0,0.0,1,0.0,0.0,-0.14398606226810373,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,30.592880964852753,0.0,0.0,11,0.0,0.4425070493497599,0.10992734301678915,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
1,5,77.9930762750851,0.0,0.15403922195426356,7,0.6931471805599453,0.4425070493497599,0.14425745260958278,0.0,0.08099480975365105,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
1,4,1.0842347069278973,1.244279500490171,1.8097470787469516,10,0.0,1.1989778467157899,0.9962340643958533,1.140313995589965,0.921226291262849,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,5,3.789401325785168,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,4,0.1702776513267979,1.035825972256996,1.5304050942281457,10,0.0,1.1989778467157899,0.7063318920677596,0.8340437671464698,0.6798425149751135,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,-0.0021741270535453536,1.1572674287639964,1.8097470787469516,12,0.0,0.4425070493497599,0.7186039272543773,1.0,0.9179478151711794,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
2,1,0.029750957261825018,0.7666704279836494,1.0,10,0.0,0.0,-0.07964288010775397,0.0,0.21550526841187148,285,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,0.17983002732058687,0.0,0.0,1,0.0,0.0,-0.2862163478571042,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,scanning,1
1,4,34.084267591951594,1.59042250652299,1.578033834578359,9,0.0,1.367211219012335,1.6193048053399,0.8340437671464698,0.7239468269616597,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
2,1,-0.0021363140121092978,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,3.367295829986474,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,31.446974965686444,0.0,0.0,11,0.0,0.4425070493497599,0.10992734301678915,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
2,1,0.05029427936277523,0.8143858905274319,0.882324410236827,10,0.0,0.0,-0.011403923836142249,0.0,0.13880508610057624,32,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,1,0,1,0.0,0.0,0.0,ddos,1
1,5,-0.003157292675115859,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,5,2.3327742051121034,1.2878497028799734,1.8097470787469516,10,0.0,1.1989778467157899,1.0552244549225047,1.140313995589965,0.9207921954310161,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,5,-0.00319510775845411,0.0,0.0,5,0.0,-0.7564707973660301,-2.065974564076003,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,4,2.4967229474897796,1.1233316702626421,1.6837622748646055,10,0.0,1.1989778467157899,0.7995874599508727,1.0,0.8085462593646315,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,5,0.0008506773213862264,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,5,3.943544465403438,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,5,0.002835442243906803,0.0,0.0,2,0.0,0.4425070493497599,-0.011403923836142249,0.0,0.018977616396781458,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,4,91.45961193869468,1.538734529202131,1.7924267953960187,4,0.0,1.367211219012335,1.5040436448892662,1.2618595071429148,0.9051027499641857,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
1,5,4.054061488982954,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,4,0.2836577549085059,1.035825972256996,1.5304050942281457,10,0.0,1.1989778467157899,0.7063318920677596,0.8340437671464698,0.6798425149751135,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,0.0,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,5,-0.0009074313303110372,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,4,0.09415467575807773,1.0250276947729464,1.8097470787469516,10,0.0,1.1989778467157899,0.7535981377917141,1.2618595071429148,0.9240256046565829,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,password,1
1,5,3.2877123585903116,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,5,78.00768789768334,0.0,0.0,9,0.0,0.7564707973660301,0.32124742714616983,0.3690702464285425,0.20667868729074057,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
1,5,-0.00319510775845411,0.0,0.0,6,0.0,0.0,-0.14398606226810373,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,5,3.9868306100117494,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,5,0.0047633001169840265,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,5,-0.00319510775845411,0.0,0.0,0,0.0,0.0,0.4135204026032318,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
2,1,-0.00319510775845411,0.0,0.0,6,0.0,0.0,0.05818701819691619,-0.6309297535714575,-0.7570568896624595,109,0.6931471805599453,2.5649493574615367,0.0,0,0,0,0,0.0,0.0,0.0,normal,0
1,5,-0.00319510775845411,0.0,0.0,0,0.0,-0.7564707973660301,-2.065974564076003,0.0,0.052335467113126644,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,5,0.019140431138595173,0.0,0.0,7,0.0,0.4425070493497599,0.14425745260958278,0.0,0.08099480975365105,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
2,1,2.170357995439943,0.9112761929343167,1.3449655901735555,10,0.0,0.4425070493497599,0.24775724132145974,0.3690702464285425,0.5019688630338692,253,0.6931471805599453,0.6931471805599453,0.0,0,1,1,0,0.0,0.0,0.0,password,1
1,5,3.998325242733493,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,5,-0.0007561897508943694,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,5,-0.0001323310232528191,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,4,2.2177433861594418,1.1358174654113515,1.6232944239003864,10,0.0,1.8604881976177823,0.9792060462806367,1.369070246428543,0.7731412169780891,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
2,1,49.902435229129935,1.2079260731268466,0.0,6,0.0,1.0,0.8136347135003332,-0.6309297535714575,-0.7570568896624595,114,10.39726874169286,2.5649493574615367,0.0,0,0,0,0,0.0,0.0,0.0,normal,0
2,1,-0.0028169603283825844,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,-0.0013044462322888398,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,4,37.36351198954567,1.5390740380839134,1.5440513216429048,9,0.0,1.367211219012335,1.5180541462516257,0.8340437671464698,0.6978021204707326,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
2,1,6.053281342818126,0.0,1.1914486519417458,12,0.0,-0.7564707973660301,-2.065974564076003,0.3690702464285425,0.38349315744068935,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,5,65.58199291875614,0.0,1.8293903179598248,12,0.0,-0.7564707973660301,-2.065974564076003,1.551728585072681,0.8588039705713971,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
2,1,-0.00319510775845411,0.0,0.0,6,0.0,0.0,-0.053661879839773406,-0.6309297535714575,-0.7570568896624595,110,0.6931471805599453,2.5649493574615367,0.0,0,0,0,0,0.0,0.0,0.0,normal,0
1,5,-0.0003024722711973657,0.0,0.0,1,0.0,0.0,-0.2464018622082859,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,backdoor,1
1,4,15.90245397131022,1.0938467593684598,1.7384835945084791,10,0.0,1.367211219012335,0.8641779511345267,1.140313995589965,0.8623075958486099,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
2,1,0.00918529028138096,0.8684995137421558,0.0,6,0.0,0.4425070493497599,0.19144412422090287,-0.6309297535714575,-0.7570568896624595,242,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,-0.00319510775845411,0.0,0.0,0,0.0,-0.7564707973660301,-2.065974564076003,0.0,0.08099480975365105,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
2,1,-0.00319510775845411,0.0,0.0,6,0.0,0.0,-0.04119346899847058,-0.6309297535714575,-0.7570568896624595,301,0.6931471805599453,3.367295829986474,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,5,0.0036481906080104397,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,5,77.85288153248744,0.0,0.0,9,0.0,0.4425070493497599,0.14425745260958278,0.3690702464285425,0.20667868729074057,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ddos,1
2,1,-0.0028358675202690056,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,0.6931471805599453,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
1,4,14.71755158419499,1.1406064744399462,2.0907281827065596,10,0.0,1.367211219012335,0.9089809455707661,1.7037877659013354,1.1711632603857285,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
1,5,0.006275207974400622,0.0,0.0,1,0.0,0.0,-0.3297396299311669,0.0,0.0,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,dos,1
1,5,3.471441143717174,0.0,0.0,6,0.0,4.477447192601595,1.8971459033366327,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,normal,0
1,4,79.44282880937455,1.6613797853535979,1.2839770449221253,9,0.0,1.51294159473206,1.770912644581154,1.140313995589965,0.5611454570562465,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,xss,1
1,5,-0.00319510775845411,0.0,0.0,0,0.0,0.0,1.293818799080795,-0.6309297535714575,-0.7570568896624595,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,ransomware,1
1,4,2.516227467260812,1.1746904520834522,1.6800889412878106,10,0.0,1.1989778467157899,0.9049329748496933,1.140313995589965,0.8155830730889999,408,0.0,0.0,0.0,2,2,2,2,0.0,0.0,0.0,injection,1
2,1,-0.0017960000421282597,1.0,0.0,6,0.0,0.4425070493497599,0.37976591483421657,-0.6309297535714575,-0.7570568896624595,122,0.6931471805599453,3.367295829986474,0.0,0,1,0,0,0.0,0.0,0.0,normal,0
