sample_id,dataset,attack_class,origin,perturb,role,should_flag_novel,should_flag_adversarial,duration,n_pkts_total,n_bytes_total,src_pkts,dst_pkts,src_bytes,dst_bytes,rate,rate_src,rate_dst,pkt_size_min,pkt_size_max,pkt_size_mean,pkt_size_std,iat,protocol,conn_state,label_binary,label_family
BoT_adv_source_10,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4680852990999929,1.0531698750078118,0.4641163496719896,0.9534604492123409,0.0,0.6691816942061417,0.0,2.165092418034009,2.3588090018270864,0.0,2.316125020268853,-0.0102814880922776,0.5686379750580088,-0.2613485494031581,0.0,0.0,0.0,1,ddos
BoT_adv_source_11,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3979465459924521,0.7689611737250349,0.2009558713324623,0.7474574155078949,0.0,0.3682204419693358,0.0,1.5488178361398632,1.7060540534963389,0.0,1.012995448314923,0.2425189306847832,0.5870733194527757,0.6213571396745754,0.0,0.0,0.0,1,ddos
BoT_adv_source_12,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.0226201868164456,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.4011927191079268,-0.3593873530321231,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_13,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.5575790015285202,1.179249584839376,0.5796706984659329,1.0448468233685515,0.0,0.8013344465262084,0.0,0.5070819998203709,0.6026526769199829,0.0,0.0,0.1493708202523387,0.049330699152762,0.5871398937734715,0.0,0.0,0.0,1,ddos
BoT_adv_source_14,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3641324053989535,0.427560615589597,-0.1210160334322007,0.5000000000000001,0.0,0.0,0.0,0.9978347562880496,1.1224555368832307,0.0,1.345001467915763,0.1119745177270341,0.5227594160634987,0.3170586658517655,0.0,0.0,0.0,1,ddos
BoT_adv_source_15,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.2089200068355037,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.2414537064330529,-0.1901925914300587,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_16,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.5117596935629842,-0.952072956654456,-0.176150980549795,-0.4999999999999999,0.0,-0.0630546153101017,0.0,-0.3353665066729935,-0.2896645587466464,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_17,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.8361030632358074,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.2196686709726752,-0.1671179910585559,0.0,0.0,0.0231242069089879,-0.0332180299128749,0.795916727089398,0.0,0.0,0.0,1,ddos
BoT_adv_source_18,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3280772931998559,-1.4415057553718051,-2.11603507540802,-0.8547556456757273,0.0,-2.2815866307046857,0.0,-0.7781841500831942,-0.7586947872135702,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_19,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.0727850736510776,0.0,0.8242906523192031,0.1900911776928238,0.0,1.0810919849617653,0.0,-0.0140497914733579,0.0506724955308409,0.0,0.0,0.187789836820873,0.0400619689483768,0.9480579410655232,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_20,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.2957420571594032,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.1730038970503791,-0.1176908964071875,0.0,0.0,0.1707875770585079,-0.1295997655663872,0.983008139411108,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_21,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.1653195171312264,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,-0.0171622328863647,0.0473758131859593,0.0,0.0,0.2047929857065098,0.3343915749956252,0.9666591165115016,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_22,BoT-IoT,DDoS,known,clean,adv_source,False,False,-2.0299060391442247,-1.4415057553718051,-2.11603507540802,-0.8547556456757273,0.0,-2.2815866307046857,0.0,0.6180393739207872,0.720178171440984,0.0,1.6968629394596697,-0.2467671616767864,0.2492642618551663,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_23,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.0456805109165466,0.2271766281849193,-0.3136178163556272,0.3547556456757271,0.0,-0.2202673978152947,0.0,0.3168676145924049,0.4011785534543928,0.0,0.0,-0.0769895175144781,0.1492914463758639,0.5428074456850863,0.0,0.0,0.0,1,ddos
BoT_adv_source_24,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.9474211776051608,-0.2622561705324296,-0.798644410998854,0.0,0.0,-0.7749639548858611,0.0,0.9964071577338236,1.1209434316498186,0.0,1.066422385921702,-0.0849920715210759,0.2023076053067526,0.2297112502612826,0.0,0.0,0.0,1,ddos
BoT_adv_source_25,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.6421406221931006,-0.952072956654456,-0.176150980549795,-0.4999999999999999,0.0,-0.0630546153101017,0.0,-0.2390962200039011,-0.1876955536201888,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_26,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3919350646264578,0.7689611737250349,0.2009558713324623,0.7474574155078949,0.0,0.3682204419693358,0.0,1.5368010527803508,1.693325936790906,0.0,2.1354611922349167,0.0569348975604957,0.6050352168735262,-0.09916949725852,0.0,0.0,0.0,1,ddos
BoT_adv_source_27,BoT-IoT,DDoS,known,clean,adv_source,False,False,1.8251770955678157,0.427560615589597,-0.1210160334322007,0.5000000000000001,0.0,0.0,0.0,-0.7795684673204885,-0.760161049093017,0.0,0.0,-0.8577931237984678,-0.6086365083007168,-0.2692316563822665,0.0,0.0,0.0,1,ddos
BoT_adv_source_28,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.5047245288447259,0.427560615589597,-0.1210160334322007,0.5000000000000001,0.0,0.0,0.0,1.243080355091427,1.3822184459475844,0.0,1.1794639730985526,-0.0075461003470081,0.3817381290520524,0.2421427884771737,0.0,0.0,0.0,1,ddos
BoT_adv_source_29,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4680257687638861,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,1.9336043520041544,2.1136180025227267,0.0,2.315790020648631,-0.0088117673242196,0.5693775425533676,-0.2596173145831605,0.0,0.0,0.0,1,ddos
BoT_adv_source_30,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.9381173310887647,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,0.4617892024519544,0.5546787729580406,0.0,1.8913809579919345,-0.1760380722584925,0.3477279264244836,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_31,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.534334213952206,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,-0.0609593586718901,0.0009861170682044,0.0,2.9612939421462383,0.2129951478875959,0.889310418293496,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_32,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.7592387665333511,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.1601076161298012,-0.104031220293178,0.0,0.0,0.1474278636229384,0.4367706150958102,0.7124971113851325,0.0,0.0,0.0,1,ddos
BoT_adv_source_33,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.252293281629444,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.2078881308825199,-0.1546401020399586,0.0,0.0,-0.2365673617850927,-0.3186295040704835,0.4879340067727901,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_34,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.7765682606969225,0.2271766281849193,-0.3136178163556272,0.3547556456757271,0.0,-0.2202673978152947,0.0,-0.3965826648616136,-0.3545044066803443,0.0,0.0,0.2446299316125278,-0.0359098699305007,1.0332632329363267,0.0,0.0,0.0,1,ddos
BoT_adv_source_35,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.0986167705917943,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,-0.2387235656598715,-0.1873008400067624,0.0,0.0,0.2446201512565395,-0.2239227804890954,0.9630327497650782,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_36,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.091425575926029,0.2271766281849193,-0.3136178163556272,0.3547556456757271,0.0,-0.2202673978152947,0.0,0.371539424848941,0.4590866608591592,0.0,0.0,0.0985527573796537,0.0575080257771763,0.9612745808052134,0.0,0.0,0.0,1,ddos
BoT_adv_source_37,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.0950644226011509,0.0,0.495845153733583,0.0,0.6931471805599453,0.5650812228589194,4.110873864173311,0.1521570223413383,-0.0201129069587985,0.0,0.0,0.1805597086565319,0.3096996133671099,0.9349072040084876,0.0,-1.0,-1.3065713500137477,1,ddos
BoT_adv_source_38,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.0591909660652021,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,0.9340792896689032,1.0549260661871116,0.0,0.0,0.2205869269426857,-0.0399635662439733,1.021719948269259,0.0,0.0,0.0,1,ddos
BoT_adv_source_39,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.1427380488154134,0.0,0.8242906523192031,0.1900911776928238,0.0,1.0810919849617653,0.0,0.2035012899498829,0.2811015105930228,0.0,0.0,-0.151624747746003,-0.132726062807228,0.6103175807297117,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_40,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.0231481532401494,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,-0.1801790906323013,-0.1252908254865848,0.0,0.0,-0.1446204568926642,-0.359390812993551,0.5285008328809687,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_41,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4644994167531216,-0.952072956654456,-1.5338883780765302,-0.4999999999999999,0.0,-1.6158194907454704,0.0,-0.3675946836028036,-0.3238004822208127,0.0,0.0,0.1030781725515977,0.0633082153725757,0.9719966607397232,0.0,0.0,0.0,1,ddos
BoT_adv_source_42,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.7040068165710318,-0.952072956654456,-1.5338883780765302,-0.4999999999999999,0.0,-1.6158194907454704,0.0,-0.1893491945788643,-0.1350037536255786,0.0,0.0,-0.0700583570502335,-0.0572057004872326,0.748812927928683,0.0,0.0,0.0,1,ddos
BoT_adv_source_43,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.6177387256909731,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.0406841133495315,0.0224615552926916,0.0,0.0,0.2075392652118573,0.5288882335585093,0.7838141292199744,0.0,0.0,0.0,1,ddos
BoT_adv_source_44,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.2437274430924708,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,-0.3415628821099399,-0.2962277285527908,0.0,0.0,0.2173169538303291,-0.233425139755822,0.9325530455707024,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_45,BoT-IoT,DDoS,known,clean,adv_source,False,False,1.6548316137008272,0.2271766281849193,-0.3136178163556272,0.3547556456757271,0.0,-0.2202673978152947,0.0,-0.7804151974802914,-0.7610579014344091,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_46,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.7671558834053662,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.1664111280537088,-0.1107078685293361,0.0,0.0,0.1891375254198953,0.0114614395232605,0.8951724709021748,0.0,0.0,0.0,1,ddos
BoT_adv_source_47,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.9648879138255162,-0.2622561705324296,0.3730909115748955,-0.2248301433933957,0.6931471805599453,0.4116576001912967,4.110873864173311,-0.7027264655055697,-0.7867285975558995,0.0,0.0,-0.8562742789696506,-0.6070682538795962,-0.2659605910553727,0.0,-1.0,-1.3065713500137477,1,ddos
BoT_adv_source_48,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.4367150281680841,0.2271766281849193,-0.3136178163556272,0.3547556456757271,0.0,-0.2202673978152947,0.0,-0.1563193380523742,-0.1000186951406835,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_49,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3070965791147714,1.179249584839376,0.5796706984659329,1.0448468233685515,0.0,0.8013344465262084,0.0,2.007557918767912,2.1919492497784225,0.0,0.0,0.0478813998467928,0.3342944100610885,0.7350816741974808,0.0,0.0,0.0,1,ddos
BoT_adv_source_50,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.4421415049677222,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,-0.1513945531698842,-0.0948023876765181,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_51,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.114465682026798,-0.2622561705324296,0.1569988683812714,-0.2248301433933957,0.6931471805599453,0.1383989616993174,4.110873864173311,1.3057752604529551,0.9015330648657528,0.0,0.1142917226209257,-0.0322750636209378,-0.001979194016868,0.743947590748352,0.0,-1.0,-1.3065713500137477,1,ddos
BoT_adv_source_52,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3310121246949423,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,1.6405769930876153,1.803244892632052,0.0,2.6261408823174763,0.1028590036651328,0.7287775459881788,-0.2617284926953323,0.0,0.0,0.0,1,ddos
BoT_adv_source_53,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.5065836411283406,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,0.3239698886043198,0.4087012464907165,0.0,0.0,0.2314477899868603,0.0955644980990175,0.7351217888738792,0.0,0.0,0.0,1,ddos
BoT_adv_source_54,BoT-IoT,DDoS,known,clean,adv_source,False,False,1.8231952200970625,0.427560615589597,-0.1210160334322007,0.5000000000000001,0.0,0.0,0.0,-0.7789827533075879,-0.7595406637461926,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_55,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.8299093788015063,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,0.801545718617055,0.9145471719965698,0.0,1.489644278391409,0.232957965863779,0.5307365334119729,0.4411963973009127,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_56,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.2661157978590834,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,-0.7970399462281689,-0.7786667519837513,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_57,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.6715034059861295,-0.952072956654456,-0.504198313864275,-0.8547556456757273,0.6931471805599453,-0.7315980132930074,4.110873864173311,-0.2158258569028734,-0.6241416466029224,0.0,0.0,-0.8494180271410435,-0.5996880510493426,-0.2558281968639205,0.0,-1.0,-1.3065713500137477,1,ddos
BoT_adv_source_58,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.5247741387767624,-0.952072956654456,-1.5338883780765302,-0.4999999999999999,0.0,-1.6158194907454704,0.0,0.8159992931881047,0.9298563257398936,0.0,2.991527657871245,0.2239884902992482,0.9046145143679551,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_59,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4506038685658068,-0.2622561705324296,0.5610417602305166,0.0,0.0,0.7800296190895465,0.0,0.2821577139121758,0.3644140006223567,0.0,0.0,-0.0584035069244642,0.1341906540020117,0.6998128507079309,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_60,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.4299025769814857,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,-0.162757100799333,-0.1068375411757427,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_61,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3724491041489789,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.1082090811501433,-0.0490605521618304,0.0,0.0,-0.0312534609817977,-0.2233552630052093,0.7374599014411054,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_62,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.4575398173302787,-0.2622561705324296,-0.798644410998854,0.0,0.0,-0.7749639548858611,0.0,2.080248956218032,2.268943232312999,0.0,0.0,0.0122011052357968,5.2295776868487895e-05,0.8548509173868324,0.0,0.0,0.0,1,ddos
BoT_adv_source_63,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.540241031681259,-1.4415057553718051,-2.11603507540802,-0.8547556456757273,0.0,-2.2815866307046857,0.0,-0.0548565036556216,0.0074502305134976,0.0,2.9427405872671724,0.206248925063857,0.8799188394298398,-0.274325074151263,0.0,0.0,0.0,1,ddos
BoT_adv_source_64,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.9743470756997066,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.8074706597030665,-0.7897149114168939,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_65,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.067024828431827,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.428391694414704,-0.3881963713538852,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_66,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.0698797894489261,0.0,0.8242906523192031,0.1900911776928238,0.0,1.0810919849617653,0.0,0.125796379981299,0.1987968594167705,0.0,0.0,-0.1305556381390538,-0.1899394993561275,0.5384269230223715,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_67,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.1118881468120919,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,0.8519445774308334,0.9679293906495002,0.0,1.1952376869682246,0.118472897438797,0.5533357356383495,0.3227142621571466,0.0,0.0,0.0,1,ddos
BoT_adv_source_68,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3663304170152872,0.0,0.8242906523192031,0.1900911776928238,0.0,1.0810919849617653,0.0,0.4713976173149962,0.5648559578229239,0.0,1.2839172214715808,-0.0977967803179227,0.2963821379287188,0.0646181534096972,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_69,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.2849817660836651,-0.952072956654456,-0.176150980549795,-0.4999999999999999,0.0,-0.0630546153101017,0.0,-0.7331448436286359,-0.7109893795570724,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_70,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.02728593098127,1.0531698750078118,0.4641163496719896,0.9534604492123409,0.0,0.6691816942061417,0.0,1.1585592329353835,1.29269409698571,0.0,1.06105199967417,0.067386097057252,0.4491808052219034,0.2881835487133289,0.0,0.0,0.0,1,ddos
BoT_adv_source_71,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4240954765367329,0.2271766281849193,1.0469053818404443,0.3547556456757271,0.0,1.3356834349614488,0.0,0.8306764383847435,0.94540228436929,0.0,1.4400563875273162,0.1245820634383897,0.380401647038473,0.2413433602832324,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_72,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.3759673032597755,-0.572439384410403,0.2389373166196673,-0.2248301433933957,0.0,0.4116576001912967,0.0,-0.1051359682179692,-0.0458055263467297,0.0,2.166098374655812,-0.0352900806351452,0.5152272769821065,-0.2216602347081062,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_73,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.7705169346513097,-1.4415057553718051,-0.7607252375225291,-0.8547556456757273,0.0,-0.7315980132930074,0.0,0.2160460663642259,0.2943888748957936,0.0,2.289829384020977,-0.0311574356684581,0.5494197412225483,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_74,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.7673312664706499,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.1665496931694166,-0.1108546360053957,0.0,0.0,0.1374507891107962,0.3732052530334257,0.6718792823312472,0.0,0.0,0.0,1,ddos
BoT_adv_source_75,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.375478442552167,-0.952072956654456,-0.176150980549795,-0.4999999999999999,0.0,-0.0630546153101017,0.0,-0.4247395964231091,-0.3843280874657597,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,-1.0,-1.0,1,ddos
BoT_adv_source_76,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.7696834382376373,0.916993414306946,0.3385162147166241,0.8547556456757273,0.0,0.5255401636245307,0.0,0.0469910089200731,0.1153266053667801,0.0,0.0,0.2078580159047482,0.2558129927774581,0.5862493479574251,0.0,0.0,0.0,1,ddos
BoT_adv_source_77,BoT-IoT,DDoS,known,clean,adv_source,False,False,0.6932182356924292,0.6068102004289732,0.0489154578359224,0.6299255022823318,0.0,0.1943407107678919,0.0,-0.1060151808371863,-0.0467367839463289,0.0,0.0,-0.0265122111356577,-0.4639805100756787,0.4395459649005176,0.0,0.0,0.0,1,ddos
BoT_adv_source_78,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.6747591278451118,0.0,-0.5358836503280104,0.1900911776928238,0.0,-0.4744598363754693,0.0,0.9246428287926246,1.0449310141231627,0.0,2.798061709314166,0.1588004171099548,0.810274170667113,-0.2676757800048109,0.0,0.0,0.0,1,ddos
BoT_adv_source_79,BoT-IoT,DDoS,known,clean,adv_source,False,False,-0.4719213849222254,1.296626986550999,0.6866678997910894,1.1299255022823314,0.0,0.9237008896176592,0.0,2.6111192400761025,2.8312383762162825,0.0,1.803521805770216,0.2395125826224745,0.6220588847353112,0.1970619151405538,0.0,0.0,0.0,1,ddos
BoT_adv_source_80,BoT-IoT,DDoS,known,clean,adv_source,False,False,-1.0556455810003318,-0.572439384410403,-1.1200173616969509,-0.2248301433933957,0.0,-1.1424994081097612,0.0,0.6961572785426515,0.8029202644840325,0.0,1.608174846571855,-0.2750606201468109,0.2071237678581181,-0.2692477022528258,0.0,0.0,0.0,1,ddos
