arp.dst.proto_ipv4,arp.opcode,arp.hw.size,arp.src.proto_ipv4,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,http.file_data,http.content_length,http.request.method,http.referer,http.request.version,http.response,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.seq,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.retransmission,dns.retransmit_request,mqtt.conack.flags,mqtt.conflag.cleansess,mqtt.hdrflags,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.protoname,mqtt.topic,mqtt.topic_len,label_multiclass,label_binary
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.08480570827897926,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.2626798770413155,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.0848451610554331,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.276666119016055,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14455894505852762,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.2626798770413155,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14466830825338148,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.276666119016055,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,1.5635258544593913,0.6660768577744258,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,4.044095354820061,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,4.055999774921778,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.6139994579669409,3.091042453358316,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.6139986349042184,3.091042453358316,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14464785047791895,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,4.564348191467836,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14464972916966323,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,4.574710978503383,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.3089173791086444,3.1354942159291497,0.0,2.5649493574615367,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.3089206396065288,3.1354942159291497,0.0,2.5649493574615367,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14467958176143525,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.795790545596741,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14470714178734514,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.804021044733257,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.009907883260689303,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.795790545596741,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.009886419984721811,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.804021044733257,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.1446927349565596,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.795790545596741,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.1446768677131473,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.804021044733257,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.08478253412687671,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.795790545596741,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.08477279047236363,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.804021044733257,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14465035540399968,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.795790545596741,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14461570659272055,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,4.804021044733257,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,1.5635258544593913,0.7574321415962744,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,4.046804133500858,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,4.030453420136606,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.725386040180553,3.091042453358316,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.7253851068265948,3.091042453358316,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14456729137565102,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.117993812416755,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14456833468874122,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.123963979403259,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.30332540862674695,3.1354942159291497,0.0,2.5649493574615367,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.3033287087016938,3.1354942159291497,0.0,2.5649493574615367,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14470755939146215,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.1446046452308176,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,2.4437254896627063e-05,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-3.624341558974314e-05,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.144671648488632,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.1446737361627886,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.08479464346402314,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.08480083704901763,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14470087782577645,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14469920746774972,3.1354942159291497,0.0,2.5649493574615367,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,1.5635258544593913,0.38880488706421573,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,4.040432848124608,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.03366397758578871,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,0.03365197666138549,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.14398697431956478,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.288267030694535,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.17039884289658,-0.1439873904863459,3.091042453358316,0.0,5.545177444479562,0.6931471805599453,3,5.293304824724492,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,1,2,2,0.0,-0.11227262637457826,-0.489013248180181,-0.5725850877823285,0.0,0.0,0.0,0.0,-0.041462984982604485,-0.8888888888888888,-1.0,3.9946290617604734,-0.14478295061395813,2.772588722239781,0.0,5.545177444479562,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,MITM,1
