flgs,proto,pkts,bytes,state,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,label_multiclass,label_binary
0,6,-0.6900911776928237,-1.2461212038380718,4,-0.5684200501788481,0.2013701967224082,1.2610955352743825,0.008140850360726114,0.0,0.2119778150805035,-0.4999999999999999,0.0,-1.2351584765667507,0.0,-0.1386126162367557,-0.08219047242457347,0.0,DoS,1
0,6,0.0,-0.36590378186628003,4,-0.006218616802768001,0.7205564850361341,-0.07090596626234662,0.35224899652172703,3.575307514908492,0.07409028547282695,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.13888026998701344,0.22954232131865027,0.0,DoS,1
7,5,0.0,0.16859124612814108,7,0.191630105265588,-0.5001309547325778,-0.10604309879642446,-0.6274083368948217,0.09899073207513899,-0.8029390159865853,-0.22483014339339577,1.0986122886681096,-0.10030099300560465,4.795790545596741,-0.06793737300652977,-0.4148162855839691,0.03890912615355506,DoS,1
9,5,0.0,0.5440575067279088,6,0.046012237438958,-0.5206529813185974,-0.05711763601811228,-0.6338373047767565,0.0,-0.7831447742952325,0.0,0.6931471805599453,0.49965536780466707,4.110873864173311,0.08054195127939033,-0.06693931664521614,0.0,DDoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,0.239822918464906,0.539187020398014,1.0457047838021727,0.4033980793390165,0.0,0.2338968560815082,0.3547556456757271,0.0,-0.12505608801943602,0.0,0.05429481149029659,0.1345198447209261,0.0,DoS,1
0,6,0.0,-0.36590378186628003,4,-0.1398161145129335,0.580213718123567,-0.056066560307815025,0.3069125836416995,3.1687293179979226,-0.012650512189403575,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.3014808071565005,0.4122061740961898,0.0,DoS,1
0,6,-1.544846823368551,-2.6328119750939596,4,-2.969436922654375,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-1.3547556456757268,0.0,-2.6654651549144535,0.0,-1.0367484476861053,-1.091147479246094,0.0,Reconnaissance,1
9,5,-0.41492132108621965,0.10673338312259498,7,0.5886073275469786,-0.5330608633419521,-0.10009032681885367,-0.6977666402586914,0.0,-0.821815497707606,-0.4999999999999999,0.6931471805599453,0.0,4.110873864173311,-0.6349617903021039,-0.786127428298697,0.0,DoS,1
0,5,0.5573662378150711,1.4543379864004138,7,0.5991828151326569,-0.538152951341008,-0.1134768786805246,-0.7175007843771418,0.0,-0.8326050832937375,0.19009117769282388,1.6094379124341003,0.6148910336852085,6.642486801367256,0.07677786816357711,-0.36437067866321754,0.46655707168381755,DDoS,1
0,6,0.4398343245895079,0.14987570198519154,4,0.6862071602158185,-0.22823232568662882,0.8318032517654788,0.14406196255598613,0.0,0.11321454009929097,0.6299255022823318,0.0,0.20474704436159807,0.0,-0.11703733542712712,-0.05795301302838381,0.0,DDoS,1
0,6,0.8547556456757275,0.6179897265142288,4,-0.10776892430615202,0.5710964287539989,0.19452115055251862,0.41476440786528296,2.41856468857256,0.0413544692993912,1.0448468233685515,0.0,0.6875847680926881,0.0,1.6705620206659322,1.9502186159881179,0.0,DDoS,1
0,5,-1.544846823368551,-1.4438337930984049,6,-2.969436922654375,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-1.3547556456757268,0.0,-1.4390897658450055,0.0,-1.0367484476861053,-1.091147479246094,0.0,DoS,1
0,6,0.7633692715195171,0.5160734247523158,4,-0.3020924342841801,0.7289912320284354,-0.11047321868474766,0.3548231565130351,3.6814271373583436,0.06332900380030188,0.9534604492123409,0.0,0.5824628692063613,0.0,1.9486182772417968,2.2625842944735806,0.0,DDoS,1
0,6,-0.19009117769282388,-0.597652783571728,4,-0.24033022924973843,0.298472973152071,0.986128967928114,0.19764582694381302,0.0,0.05763389979790561,0.0,0.0,-0.5662936283753135,0.0,0.1733798251171937,0.26829878405174157,0.0,DoS,1
9,5,0.16466446798290324,1.0300800673922044,6,0.7610121497926144,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,0.3547556456757271,0.0,1.112636682231074,0.0,-0.3829529298037171,-0.3566799903681142,0.0,DoS,1
0,6,0.0,-0.36590378186628003,4,-0.15783992462275545,0.5504191498103208,-0.10222473781761021,0.29661986387399725,3.1434043987512963,-0.060364001700909185,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.3249733199646278,0.43859743316371214,0.0,DoS,1
9,5,-0.19009117769282388,0.43579106312820687,6,0.8805017704830076,-0.5332397822175464,-0.09764094502967882,-0.6922445200953219,0.0,-0.8187038501345661,-0.22483014339339577,0.6931471805599453,0.3776133954227509,4.110873864173311,-0.642869028937144,-0.7562755899126273,0.0,DDoS,1
9,5,-0.19009117769282388,0.6015594276070859,6,-0.03277622135992253,-0.19572399665008325,0.9889789550242828,-0.018087756167583947,0.0,0.13480307162093605,0.0,0.0,0.670637683175658,0.0,-0.05086423862070908,0.016385196569792683,0.0,DDoS,1
0,6,1.354755645675727,1.1666550516031418,4,0.0528584809475018,0.9039240348951763,-0.09365248809328296,0.5178731927182555,4.171025404823069,0.1985345704446523,1.544846823368551,0.0,1.2535073911600865,0.0,2.32962419897418,2.690602619666143,0.0,DoS,1
0,6,0.6646644679829034,0.40529696857346387,4,0.6837848264334667,-0.23043520517608837,0.6249313750791826,0.19049370913884378,0.0,-0.25263092677264964,0.8547556456757273,0.0,0.4682021354071417,0.0,0.09276781304625069,0.17774003829754131,0.0,DDoS,1
9,5,-0.19009117769282388,0.6015594276070859,6,-0.06043340171894931,-0.29988728426391137,0.6536294958121203,-0.13665443018630152,0.0,-0.15946558645263267,0.0,0.0,0.670637683175658,0.0,-0.023477447332225666,0.047151249985436,0.0,DDoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,-0.28036505087118213,-0.25857721943027434,0.6214391291086971,-0.17609629325914114,0.0,-0.24023826992216651,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.06609720864333263,-0.0007273729334483923,0.0,DDoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,0.8790401931068367,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.7382124382145135,-0.7557750467056548,0.0,DDoS,1
0,6,0.9398343245895074,0.7123588192549979,4,0.46297607115058703,0.5122766117372044,0.46936161227506273,0.5530207843470276,1.3194407834615622,0.23352912807008308,1.1299255022823314,0.0,0.7849220738385763,0.0,0.7105108791073218,0.8717065554911901,0.0,DoS,1
0,6,0.0,-0.36590378186628003,4,-0.15754328215111435,0.46166465869410056,0.013920887783591022,0.26436365740378676,2.6718800083393877,-0.06577807235639219,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.32458310600836887,0.4381590706226123,0.0,DDoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,0.5816445030962144,-0.3492420718742683,0.6717411960678507,-0.08112835420797324,0.0,-0.03201150342365929,0.3547556456757271,0.0,-0.12505608801943602,0.0,-0.25588522783386247,-0.21393337704537904,0.0,DoS,1
10,6,0.0,-0.36590378186628003,4,0.11050578805109894,0.8937846675043563,-0.06738908570490111,0.40217064133359126,4.066022599004968,0.19299926097812967,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.012292157681837562,0.08733447433351457,0.0,DoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,-0.08777863892364812,-0.15924821254678873,0.882543462449851,-0.08021884792524529,0.0,-0.029779505827040403,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.2375851348184672,-0.1933752315769228,0.0,DDoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,0.8880253625390588,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.7409471708396511,-0.7588472185835581,0.0,DDoS,1
0,6,0.8547556456757275,0.6179897265142288,4,-0.3050699267226954,0.7486975526296026,0.5594807967529267,0.36077591386352703,2.255222908701159,0.2606509632690975,1.0448468233685515,0.0,0.6875847680926881,0.0,2.1606088951261158,2.5007324807558793,0.0,DDoS,1
0,6,1.4121218834907983,1.2288106673932493,4,0.10459827102396978,0.4832217009978435,0.8965699270346996,0.46982101203389176,0.0,0.28128674494295974,1.6022130611836223,0.0,1.3176180019784514,0.0,2.3182483163061054,2.6778230643641217,0.0,DoS,1
0,6,0.5573662378150711,0.283971881174006,4,0.44416750224890517,0.1740842793103513,0.8724514933252,0.4001466118639069,0.0,0.16092691528348926,0.7474574155078949,0.0,0.34306098183805855,0.0,0.25373412667156714,0.3585680203327425,0.0,DDoS,1
0,6,-1.044846823368551,-1.2461212038380718,1,-2.7273455726215885,-0.4485082835968311,-0.11355430166811346,-0.6131863409377613,0.26100170002268536,-0.769333578782495,-1.3547556456757268,0.6931471805599453,-2.1394538002496493,4.51085950651685,7.037584043614897,-1.091147479246094,0.0,Normal,0
0,6,0.30990882230717626,0.0,4,0.24553954525521807,0.15460168619206996,0.9548594655467706,0.3191005403207808,0.0,0.11370930142375374,0.5000000000000001,0.0,0.05015726709112405,0.0,0.20949539075456397,0.3088706571796007,0.0,DoS,1
0,6,-1.044846823368551,-1.2746134186016944,4,-1.2275705556796996,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-1.2645468635828538,0.0,-0.06910790372084698,-0.004109558330683011,0.0,Normal,0
9,5,-0.19009117769282388,0.6015594276070859,6,-0.2050088155495531,0.3194314103288257,1.0142387912629334,0.20683485200020288,0.0,0.0929578525753886,0.0,0.0,0.670637683175658,0.0,0.13203794607081748,0.22185572156786668,0.0,DDoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,1.4577635715859543,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,0.3547556456757271,0.0,-0.12505608801943602,0.0,-0.7119895350966434,-0.7263164938748639,0.0,DDoS,1
9,5,-1.044846823368551,-0.5642089368717931,6,-0.9996997649347719,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-0.5317978645928584,0.0,-0.28709127834524445,-0.24898994890920942,0.0,DDoS,1
0,6,0.5573662378150711,0.283971881174006,4,-0.4088982412707436,0.5335900466829956,0.6977435891420125,0.290692032198131,1.3229234879579432,0.14532254426776656,0.7474574155078949,0.0,0.34306098183805855,0.0,1.7645493451318128,2.055803056839597,0.0,DDoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,0.5269056302155548,0.0250439092796101,1.1688079206062456,0.2406002743102151,0.0,0.17450499352352966,0.3547556456757271,0.0,-0.12505608801943602,0.0,-0.21261485978973604,-0.16532386888733663,0.0,DoS,1
0,6,1.4121218834907983,1.2288106673932493,4,0.15843665506827848,0.6256423881851694,0.9859283720057247,0.5213380726874134,0.0,0.2607338692207643,1.6022130611836223,0.0,1.3176180019784514,0.0,2.17595358001627,2.5179705496484273,0.0,DoS,1
0,6,-1.044846823368551,-1.7595613217927404,4,-1.848744578625198,0.15071091064343262,-0.11355430166811346,-0.23418130601854503,2.005059656927891,-0.34612410218648854,-0.8547556456757273,0.0,-1.7647479458736606,0.0,0.9820479220281746,1.1767486131323799,0.0,DDoS,1
0,6,6.338389188767286,9.912836808829883,4,-0.2852896812553311,1.03799391234048,-0.11172137109072566,0.4396110739004888,4.585020880613588,0.28151005613535246,6.52848036646011,0.0,10.274784835787878,0.0,22.454209691716823,25.2983650886402,0.0,Normal,0
9,5,0.30990882230717626,1.2001813494853837,6,0.8766411059735802,-0.4412038495011414,0.3279907561645121,-0.23837660580150477,0.0,-0.35321657263229966,0.5000000000000001,0.0,1.2880881994810471,0.0,-0.36281669149679224,-0.3340591372416843,0.0,DoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,-0.04765670356519761,-0.017141501164077123,1.256096473734838,0.027243623068766213,0.0,0.27131663565865216,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.26937083291096586,-0.2290829738628385,0.0,DDoS,1
0,6,0.0,-0.36590378186628003,4,-0.14236115764108798,0.5617711895801686,-0.0764634117729864,0.3005715342779424,3.1273547518435283,-0.039368069441311986,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.304773554982372,0.4159052147916804,0.0,DoS,1
9,5,0.0,0.697107757612217,7,-0.5169331752041156,0.44560171964074863,-0.03587968936958919,0.2582499412005246,2.6914711395662603,-0.11564199070561887,0.0,0.6931471805599453,0.670637683175658,4.110873864173311,0.8816265794177351,0.6903219100844353,0.0,DDoS,1
0,6,0.0,-0.36590378186628003,4,0.055043500798624544,0.8248737627933308,-0.1011842197874387,0.38302039816807515,3.943176443251296,0.13566600668774673,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.07073502478270985,0.15298861950330275,0.0,DoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,-0.4770417154862143,0.30984773277913713,1.001046969945804,0.2026581343877564,0.0,0.06624029532348029,0.3547556456757271,0.0,-0.12505608801943602,0.0,1.1143894541613661,1.3254197956681024,0.0,DDoS,1
9,5,0.16466446798290324,0.9138683649847942,6,0.911168050891632,-0.5354849458857179,-0.10234145883677827,-0.6967319689437972,0.0,-0.8212356017768618,0.19009117769282388,0.6931471805599453,0.9101200021442967,4.110873864173311,-0.47379230697245944,-0.5596191888208295,0.0,DoS,1
9,5,-0.19009117769282388,0.6015594276070859,6,0.7042142776031344,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,0.0,0.0,0.670637683175658,0.0,-0.5658222320328739,-0.5621135755296426,0.0,DoS,1
0,6,0.30990882230717626,0.0,4,0.4618235395001196,0.29187885014802617,1.1986298477347912,0.38877584896224493,0.0,0.27424687074605536,0.5000000000000001,0.0,0.05015726709112405,0.0,-0.024819978295533212,0.0456430638348867,0.0,DDoS,1
0,6,-1.044846823368551,-1.2746134186016944,4,-1.2277848857608322,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-1.2645468635828538,0.0,-0.06887556428927427,-0.0038485504861703163,0.0,Normal,0
0,6,0.6646644679829034,0.40529696857346387,4,-0.1688952744952889,0.8820246169652961,0.1360967083499519,0.3989640392628069,3.5808071020720806,0.23921754610863522,0.8547556456757273,0.0,0.4682021354071417,0.0,1.4334402998472935,1.683838394520432,0.0,DoS,1
0,6,0.0,-0.36590378186628003,4,0.1071220659433262,0.15874080240224625,1.1836092016047672,0.2367913975856871,0.0,0.18797498201475718,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.015772009393596055,0.09124370570402202,0.0,DoS,1
0,6,-1.044846823368551,-1.7595613217927404,4,-0.9327770987094384,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-1.7647479458736606,0.0,-0.3405837959695656,-0.30908291990501835,0.0,DoS,1
0,6,-0.6900911776928237,-1.2461212038380718,4,-0.8973333036005328,-0.011503189931064162,0.86541538605917,-0.10492439829611641,0.0,-0.08871404845808306,-0.4999999999999999,0.0,-1.2351584765667507,0.0,0.22775389544660618,0.32938208273244984,0.0,DDoS,1
0,6,0.0,-0.36590378186628003,4,-0.15777505612287313,0.549637523611296,-0.10451282171597494,0.29634643873979893,3.1462276671114955,-0.0615035128054037,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.32488614697364465,0.43849950387843234,0.0,DoS,1
9,5,-0.19009117769282388,0.6015594276070859,6,-0.06043761911475327,-0.2994982067090476,0.654881167444807,-0.13614289339174918,0.0,-0.15836708259304857,0.0,0.0,0.670637683175658,0.0,-0.023473017094334487,0.04715622687134309,0.0,DDoS,1
7,5,0.0,0.16859124612814108,7,0.24215727075336832,-0.4848909793962451,-0.1070179245947024,-0.5961179758725216,0.1448729758846593,-0.7925459080564082,-0.22483014339339577,1.0986122886681096,-0.10030099300560465,4.795790545596741,-0.11491432526180338,-0.44866710012809025,0.03689300614410311,DoS,1
9,5,0.30990882230717626,0.7363873005327719,7,0.05361919006066296,-0.18741452442605538,0.9510909602796612,-0.0099337314289439,0.0,0.1150703407969491,0.19009117769282388,1.0986122886681096,0.6113271410157639,4.795790545596741,0.458664394090595,0.1547194543540522,0.045008737866075066,DDoS,1
0,6,0.4398343245895079,0.14987570198519154,4,0.7146575697440883,0.10366913071932965,1.149572413954907,0.3598220379613124,0.0,0.26849805616744504,0.6299255022823318,0.0,0.20474704436159807,0.0,-0.14213090355633837,-0.08614288198090506,0.0,DDoS,1
0,5,-1.044846823368551,-1.6199718206924152,7,-2.9692375565475433,-0.5381176093408907,-0.11355430166811346,-0.7175320911030652,0.0001891975543920008,-0.8326217982033478,-1.3547556456757268,0.6931471805599453,-2.3937517989956962,4.110873864173311,44.40197939734474,-1.091147479246094,0.0,Theft,1
10,6,-0.19009117769282388,-0.597652783571728,4,-0.14330447896471793,0.3874035431617332,1.103065833000962,0.2353175722515309,0.0,0.1545944160612898,0.0,0.0,-0.5662936283753135,0.0,0.06305089909106701,0.14435634787310944,0.0,DoS,1
9,5,-1.044846823368551,-0.5642089368717931,6,-0.01093447403761085,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-0.5317978645928584,0.0,-0.7787788271192764,-0.8013469311508591,0.0,DoS,1
9,5,-1.044846823368551,-0.5642089368717931,6,-1.1116167143473488,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.8547556456757273,0.0,-0.5317978645928584,0.0,-0.18753210501945317,-0.13714614755645124,0.0,DDoS,1
0,6,-0.6900911776928237,-1.2461212038380718,4,-0.7941782314762049,0.1815815166388243,1.224313164254041,-0.0011699539013140733,0.0,0.18402513744113,-0.4999999999999999,0.0,-1.2351584765667507,0.0,0.09890709554186064,0.1846368481941095,0.0,DDoS,1
0,6,0.9398343245895074,0.7123588192549979,4,0.39128138867039425,0.6900014326132191,0.12061738967224268,0.5426843060515091,3.069713788185072,0.14926882299401015,1.1299255022823314,0.0,0.7849220738385763,0.0,0.8275119256336302,1.0031443865681111,0.0,DoS,1
0,6,-0.19009117769282388,-0.597652783571728,4,-0.16280165942355762,0.36815414413351205,1.0776822372897261,0.22744667343634517,0.0,0.12837630030853497,0.0,0.0,-0.5662936283753135,0.0,0.08441193696620208,0.16835312885257186,0.0,DoS,1
0,6,1.4121218834907983,1.2288106673932493,4,0.09897198653187976,0.4874886164048729,1.003868803228304,0.47146049784387634,0.0,0.28159741939624855,1.6022130611836223,0.0,1.3176180019784514,0.0,2.333396531810473,2.6948404214706856,0.0,DoS,1
9,5,-0.41492132108621965,0.10673338312259498,7,0.6128852678736849,-0.5325550309652721,-0.09876123219857823,-0.6958567688292582,0.0,-0.8207439605688597,-0.4999999999999999,0.6931471805599453,0.0,4.110873864173311,-0.644799154032511,-0.7940557667185244,0.0,DoS,1
0,6,-0.19009117769282388,-0.597652783571728,4,-0.09570596314437692,0.39476824798976595,1.113441099875654,0.23829011786689716,0.0,0.17606683467750917,0.0,0.0,-0.5662936283753135,0.0,0.01252099111428577,0.08759154357290908,0.0,DoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,0.1957503471801316,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.4372158587915167,-0.41763843395292133,0.0,DDoS,1
0,6,1.354755645675727,1.1666550516031418,4,0.21441902103748414,0.7499058072586159,0.4363541984374633,0.5616178722390944,2.0615002263941613,0.23696749640963735,1.544846823368551,0.0,1.2535073911600865,0.0,1.9149377475305207,2.224747916883774,0.0,DoS,1
0,6,-1.044846823368551,-1.7595613217927404,4,-1.6895270458150924,0.3303079108649513,-0.11355430166811346,-0.16549910898623274,2.527785865105818,-0.21928044765648053,-0.8547556456757273,0.0,-1.7647479458736606,0.0,0.6224528279624045,0.7727830022839461,0.0,DoS,1
9,5,-1.044846823368551,-0.5642089368717931,6,-1.410157223896917,0.7264961499308623,-0.11355430166811346,-0.044986419113372964,3.6809118954747806,0.06053471664439497,-0.8547556456757273,0.0,-0.5317978645928584,0.0,0.15574012780969898,0.24848252066106183,0.0,DDoS,1
9,5,-0.6900911776928237,-0.048627766645839815,6,0.5382311421817478,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.4999999999999999,0.0,0.0,0.0,-0.7510727707864017,-0.7702222185076333,0.0,DoS,1
0,6,0.30990882230717626,0.0,4,0.5837543848692851,0.3289683859497879,1.2061645121178706,0.4057634449229147,0.0,0.22948345134802398,0.5000000000000001,0.0,0.05015726709112405,0.0,-0.13799251443199212,-0.08149385612339634,0.0,DDoS,1
7,5,0.0,0.16859124612814108,7,0.23307357257343816,-0.4918113847942307,-0.10371982263097389,-0.6100370177275486,0.1195664253326341,-0.7961803980020558,-0.22483014339339577,1.0986122886681096,-0.10030099300560465,4.795790545596741,-0.10663317174355173,-0.4427087842948583,0.03724761402666646,DoS,1
0,6,1.164664467982903,0.9596350412243593,4,0.3923490659314266,0.350780395540092,1.0826795392159165,0.48692552684733176,0.0,0.22406314045961995,1.3547556456757268,0.0,1.039975932283922,0.0,1.1769463657667494,1.3956956181876332,0.0,DoS,1
9,5,-0.6900911776928237,-0.048627766645839815,6,0.6777372860157235,-0.5381826133768208,-0.11355430166811346,-0.7176180923240948,0.0,-0.8326677084884105,-0.4999999999999999,0.0,0.0,0.0,-0.7894312270507327,-0.8133137330242058,0.0,DoS,1
0,6,0.30990882230717626,0.0,4,0.315100916058173,0.7175732415619398,0.40215493982122325,0.4633027729857708,2.3323567310703717,0.264694411336542,0.5000000000000001,0.0,0.05015726709112405,0.0,0.12911514439845048,0.21857227476213634,0.0,DoS,1
0,6,0.6646644679829034,0.40529696857346387,4,0.029775236791948972,0.31476689742047576,0.8421779321023861,0.31330233848354355,0.0,0.11172958752951856,0.8547556456757273,0.0,0.4682021354071417,0.0,1.034412173595259,1.2355741010770218,0.0,DDoS,1
0,6,0.0,-0.36590378186628003,4,-0.15558316081834034,0.5542711122695433,-0.10427937967763884,0.2979649855751326,3.1621808783726073,-0.05672037427134137,0.19009117769282388,0.0,-0.32725537146132955,0.0,0.3220127950016977,0.43527160838240037,0.0,DoS,1
0,6,-1.044846823368551,-1.7595613217927404,4,-1.5066412078849778,0.576568758807889,-0.11355430166811346,-0.08660703640201034,3.2445405943558514,-0.04535423573638766,-0.8547556456757273,0.0,-1.7647479458736606,0.0,0.2976186264793202,0.4078674381061521,0.0,DoS,1
0,6,1.4121218834907983,1.2288106673932493,4,0.08691207777959147,0.4898432771626938,0.8422694319968093,0.4723625816823983,0.0,0.09340937800032634,1.6022130611836223,0.0,1.3176180019784514,0.0,2.366046309428922,2.731518862242989,0.0,DoS,1
0,6,-1.044846823368551,-1.7595613217927404,4,-1.5676395986112066,0.48921027669630557,-0.11355430166811346,-0.11292011522298115,2.9902792868170636,-0.10705275582057727,-0.8547556456757273,0.0,-1.7647479458736606,0.0,0.3971120461463387,0.5196373724418958,0.0,DoS,1
0,6,0.4398343245895079,0.14987570198519154,4,-0.37849441728527383,0.4097699803788788,0.5976708584567019,0.24428044248209493,1.3867886837820043,0.1657668845102263,0.6299255022823318,0.0,0.20474704436159807,0.0,1.4486856939980857,1.7009649211677158,0.0,DDoS,1
9,5,-1.044846823368551,-0.5642089368717931,6,-1.36512221196202,0.801759779162988,-0.11355430166811346,-0.02555951613055785,3.8999705182451656,0.11369102645591324,-0.8547556456757273,0.0,-0.5317978645928584,0.0,0.09535522863827643,0.1806467156616109,0.0,DDoS,1
0,6,0.7633692715195171,0.5160734247523158,4,-0.2658634565518039,0.7814441246133682,-0.08866398423386435,0.37048397639936226,3.7860350162425185,0.10722413936044736,0.9534604492123409,0.0,0.5824628692063613,0.0,1.858308579696656,2.161131263727595,0.0,DDoS,1
0,6,0.0,-0.36590378186628003,4,0.5562307249546793,0.1330272884418406,1.1628481101752575,0.22271842761083382,0.0,0.26028434958497987,0.19009117769282388,0.0,-0.32725537146132955,0.0,-0.36147633558399317,-0.33255339452159827,0.0,DoS,1
9,5,-0.41492132108621965,0.3174706501917522,6,-0.24782056233781483,-0.10113807551449434,1.0352966708115336,-0.03288920118289693,0.0,0.09334430128557701,-0.22483014339339577,0.0,0.3776133954227509,0.0,-0.09741694356391482,-0.03591165675042932,0.0,DDoS,1
0,6,0.16466446798290324,-0.1698703824925649,4,0.47937944078568645,0.00828706792038205,1.1492979142716373,0.2292777983115194,0.0,0.26268349627770105,0.3547556456757271,0.0,-0.12505608801943602,0.0,-0.17319376641334522,-0.1210385982345779,0.0,DDoS,1
9,5,-0.19009117769282388,0.43579106312820687,7,0.873247551551209,-0.5353088669922759,-0.10430225465124462,-0.7026785796992223,0.0,-0.8245489425925315,-0.22483014339339577,0.6931471805599453,0.3776133954227509,4.110873864173311,-0.6399602325917699,-0.7537789762419876,0.0,DDoS,1
